datetime,category,BBTFImpact-Sideway_val/ATRSL1buf-Trend/ORDERINFO-BUY_PROFIT/TF-diffMid_Trend/TRADEINFO0-Gate/TRADEINFO1-Gate/TRADEINFO2-Gate/NEW_ORDER_OPEN-TradeAct/TRADEINFO3-Gate/TRADEINFO4-Gate/NEW_ORDER_CLOSE-TradeAct/TRADEINFO5-Gate,BBTFImpact-HTF_Drive_LTF_Sideway/ATRSL1buf-LV/ORDERINFO-BUY_LOTS/TF-BBUpDn/TRADEINFO0-TradeAct/TRADEINFO1-M30dn+M15up|act/TRADEINFO2-|act/NEW_ORDER_OPEN-OPEN_TICKET/TRADEINFO3-M5/TRADEINFO4-M5/NEW_ORDER_CLOSE-OPEN_TICKET/TRADEINFO5-M5,BBTFImpact-LTF_Drive_HTF_Fly/ATRSL1buf-Upper/ORDERINFO-BUY_TICKET_NUM/TF-trend/TRADEINFO0-Trade_act/TRADEINFO1-atrsl/TRADEINFO2-atrsl/NEW_ORDER_OPEN-OPEN_TYPE/TRADEINFO3-atrsl/TRADEINFO4-atrsl/NEW_ORDER_CLOSE-OPEN_Type/TRADEINFO5-atrsl,BBTFImpact-midline_Cluster/ATRSL1buf-Lower/ORDERINFO-BUYS/TF-diffMid/TRADEINFO0-pen/NEW_ORDER_OPEN-OPEN_LOTS/NEW_ORDER_CLOSE-OPEN_LOTS,BBTFImpact-line_seq_touch/ATRSL1buf-SLMid/ORDERINFO-SELL_PROFIT/TF-diffBBW/NEW_ORDER_OPEN-DEAL_PRICE/NEW_ORDER_CLOSE-OPEN_PRICE,BBTFImpact-line_seq_cross/ATRSL1buf-Val/ORDERINFO-SELL_LOTS/TF-WLV/NEW_ORDER_OPEN-FREEMARGIN/NEW_ORDER_CLOSE-OPEN_TIME,BBTFImpact-untouch_val/ORDERINFO-SELL_TICKET_NUM/TF-MidLV/NEW_ORDER_OPEN-MARGINREQUIRED/NEW_ORDER_CLOSE-CLOSED_TICKET,ORDERINFO-SELLS/TF-UppLV/NEW_ORDER_CLOSE-CLOSED_TYPE,ORDERINFO-TOTALORDERS/TF-LowLV/NEW_ORDER_CLOSE-CLOSED_LOT,TF-close/NEW_ORDER_CLOSE-CLOSED_PRICE,TF-high/NEW_ORDER_CLOSE-PROFIT,TF-low/NEW_ORDER_CLOSE-SWAP,NEW_ORDER_CLOSE-COMMISION,NEW_ORDER_CLOSE-FEE,NEW_ORDER_CLOSE-TOTAL_PROFIT,NEW_ORDER_CLOSE-TOTAL_SWAP,NEW_ORDER_CLOSE-LAST_PROFIT
~,TRADEINFO0,G7-NEUTRAL,0,0,,,,,,,,,,,,,,
~,BBTFImpact,{},{M5=1},{M15=1|M30=1|H1=1|H4=1},{},{M5=0-9|M15=9-9|M30=9-9|H1=0-9|H4=0-8|D1=0-0|W1=0-0},{M5=0-30|M15=30-40|M30=30-40|H1=0-40|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4368.23,4378.84,4368.23,4375.07,3.42,,,,,,,,,,,
~,ORDERINFO,28.13,0.01,2,1,0.0,0.0,0,0,1,,,,,,,,
2026.01.02 06:15,M15,1.0,3.0,0.0,1.96,0.75,1.02,4355.8,4377.96,4333.65,4374.85,4374.85,4374.85,,,,,
~,TRADEINFO0,G7-NEUTRAL,0,0,,,,,,,,,,,,,,
~,BBTFImpact,{},{M5=1},{M15=1|M30=1|H1=1|H4=1},{},{M5=0-9|M15=9-9|M30=0-9|H1=0-9|H4=0-18|D1=0-0|W1=0-0},{M5=0-30|M15=30-40|M30=0-30|H1=0-40|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4370.89,4378.84,4370.89,4374.98,3.37,,,,,,,,,,,
~,ORDERINFO,27.93,0.01,2,1,0.0,0.0,0,0,1,,,,,,,,
2026.01.02 06:30,M15,1.0,3.0,0.0,1.56,1.9,1.03,4357.31,4379.7,4334.92,4373.7,4373.7,4373.7,,,,,
~,M30,1.0,0.0,0.0,2.46,10.78,1.99,4340.16,4383.44,4296.88,,,,,,,,
~,TRADEINFO0,G6-SHRINK,,0+M5,0.9|,,,,,,,,,,,,,
~,TRADEINFO1,G5,,,,,,,,,,,,,,,,
~,TRADEINFO2,G5-NONE,0,0,,,,,,,,,,,,,,
~,BBTFImpact,{},,{M30=1|H1=1|H4=1},{},{M5=0-9|M15=0-9|M30=0-9|H1=0-9|H4=8-7|D1=0-0|W1=0-0},{M5=0-30|M15=0-30|M30=0-30|H1=0-40|H4=30-20|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=28-27|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4370.89,4378.7,4370.89,4373.58,2.94,,,,,,,,,,,
~,ORDERINFO,26.78,0.01,2,1,0.0,0.0,0,0,1,,,,,,,,
2026.01.02 06:45,M15,1.0,3.0,0.0,1.43,3.45,1.06,4358.74,4381.89,4335.59,4375.43,4375.43,4375.43,,,,,
~,TRADEINFO0,G6-SHRINK,,0+M5,0.9|,,,,,,,,,,,,,
~,TRADEINFO1,G5,,,,,,,,,,,,,,,,
~,TRADEINFO2,G5-NONE,0,0,,,,,,,,,,,,,,
~,BBTFImpact,{},,{M30=1|H1=1|H4=1},{},{M5=0-9|M15=0-9|M30=0-9|H1=0-9|H4=8-7|D1=0-0|W1=0-0},{M5=0-30|M15=0-30|M30=0-30|H1=0-40|H4=30-20|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-27|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4370.89,4378.66,4370.89,4375.28,2.75,,,,,,,,,,,
~,ORDERINFO,28.51,0.01,2,1,0.0,0.0,0,0,1,,,,,,,,
2026.01.02 07:00,M15,1.0,3.0,0.0,1.24,1.76,1.07,4359.89,4383.2,4336.58,4373.46,4373.46,4373.46,,,,,
~,M30,1.0,3.0,0.0,2.34,8.39,2.08,4342.5,4387.63,4297.38,,,,,,,,
~,H1,1.0,1.0,0.0,2.76,16.01,1.8900000000000001,4334.81,4375.78,4293.83,,,,,,,,
~,TRADEINFO0,G7-NEUTRAL,0,0,,,,,,,,,,,,,,
~,BBTFImpact,{},,{M30=1|H1=1|H4=1},{},{M5=0-9|M15=0-9|M30=0-9|H1=9-9|H4=0-7|D1=0-0|W1=0-0},{M5=0-20|M15=0-30|M30=0-30|H1=30-40|H4=0-20|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=27-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4370.89,4377.95,4370.89,4373.24,2.6,,,,,,,,,,,
~,ORDERINFO,26.54,0.01,2,1,0.0,0.0,0,0,1,,,,,,,,
2026.01.02 07:15,M15,1.0,3.0,0.0,1.6099999999999999,0.88,1.09,4361.61,4385.39,4337.83,4377.76,4377.76,4377.76,,,,,
~,TRADEINFO0,G7-NEUTRAL,0,0,,,,,,,,,,,,,,
~,BBTFImpact,{},,{M15=1|M30=1|H1=1|H4=1},{},{M5=9-9|M15=0-9|M30=0-9|H1=0-9|H4=0-8|D1=0-0|W1=0-0},{M5=30-40|M15=0-30|M30=0-30|H1=0-40|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4372.51,4383.06,4372.51,4378.04,2.76,,,,,,,,,,,
~,ORDERINFO,30.84,0.01,2,1,0.0,0.0,0,0,1,,,,,,,,
2026.01.02 07:30,M15,1.0,3.0,0.0,1.49,1.43,1.11,4363.1,4387.22,4338.98,4378.58,4378.58,4378.58,,,,,
~,M30,1.0,3.0,0.0,2.8,7.12,2.16,4345.41,4392.42,4298.4,,,,,,,,
~,TRADEINFO0,G7-NEUTRAL,0,0,,,,,,,,,,,,,,
~,BBTFImpact,{},,{M15=1|M30=1|H1=1|H4=1},{},{M5=0-9|M15=0-9|M30=0-9|H1=0-9|H4=0-8|D1=0-0|W1=0-0},{M5=0-30|M15=0-30|M30=0-30|H1=0-40|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4373.01,4382.7,4373.01,4378.51,2.75,,,,,,,,,,,
~,ORDERINFO,31.66,0.01,2,1,0.0,0.0,0,0,1,,,,,,,,
2026.01.02 07:45,M15,1.0,3.0,0.0,1.3,2.03,1.13,4364.42,4389.03,4339.81,4378.87,4378.87,4378.87,,,,,
~,TRADEINFO0,G7-NEUTRAL,0,0,,,,,,,,,,,,,,
~,BBTFImpact,{},,{M15=1|M30=1|H1=1|H4=1},{},{M5=0-9|M15=0-9|M30=0-9|H1=0-9|H4=0-8|D1=0-0|W1=0-0},{M5=0-30|M15=0-30|M30=0-30|H1=0-40|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4374.63,4382.7,4374.63,4378.85,2.51,,,,,,,,,,,
~,ORDERINFO,31.95,0.01,2,1,0.0,0.0,0,0,1,,,,,,,,
2026.01.02 08:00,M15,1.0,3.0,0.0,1.5,0.54,1.1400000000000001,4365.98,4390.87,4341.09,4380.73,4380.73,4380.73,,,,,
~,M30,1.0,3.0,0.0,3.07,3.52,2.21,4348.54,4396.54,4300.55,,,,,,,,
~,H1,1.0,1.0,0.0,2.93,18.58,2.1,4337.88,4383.49,4292.28,,,,,,,,
~,H4,2.0,2.0,0.0,-6.52,-79.94,4.66,4367.82,4469.7,4265.95,,,,,,,,
~,TRADEINFO0,G7-NEUTRAL,0,0,,,,,,,,,,,,,,
~,BBTFImpact,{},,{M15=1|M30=1|H1=1|H4=1},{},{M5=0-9|M15=0-9|M30=0-9|H1=9-9|H4=0-8|D1=0-0|W1=0-0},{M5=0-30|M15=0-30|M30=0-30|H1=30-40|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4376.25,4382.7,4376.25,4380.88,2.48,,,,,,,,,,,
~,ORDERINFO,33.81,0.01,2,1,0.0,0.0,0,0,1,,,,,,,,
2026.01.02 08:15,M15,1.0,3.0,0.0,1.4,-5.66,1.07,4367.22,4390.53,4343.91,4375.24,4375.24,4375.24,,,,,
~,TRADEINFO0,G7-NEUTRAL,0,1,,,,,,,,,,,,,,
~,BBTFImpact,{},,{M15=1|M30=1|H1=1|H4=1},{},{M5=0-9|M15=0-9|M30=0-9|H1=0-9|H4=0-8|D1=0-0|W1=0-0},{M5=0-20|M15=0-30|M30=0-30|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4376.25,4376.25,4370.21,4375.11,2.45,,,,,,,,,,,
~,ORDERINFO,28.32,0.01,2,1,0.0,0.0,0,0,1,,,,,,,,
2026.01.02 08:30,M15,1.0,3.0,0.0,1.56,-4.82,1.02,4368.86,4391.25,4346.47,4379.87,4379.87,4379.87,,,,,
~,M30,1.0,3.0,0.0,3.34,-4.84,2.14,4351.71,4398.26,4305.17,,,,,,,,
~,TRADEINFO0,G7-NEUTRAL,0,0,,,,,,,,,,,,,,
~,BBTFImpact,{},{M5=1},{M15=1|M30=1|H1=1|H4=1},{},{M5=0-8|M15=0-9|M30=0-9|H1=0-9|H4=0-8|D1=0-0|W1=0-0},{M5=0-30|M15=0-30|M30=0-30|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4375.14,4382.47,4375.14,4379.97,2.42,,,,,,,,,,,
~,ORDERINFO,32.95,0.01,2,1,0.0,0.0,0,0,1,,,,,,,,
2026.01.02 08:45,M15,1.0,0.0,0.0,1.21,-7.23,0.94,4369.94,4390.51,4349.36,4374.46,4374.46,4374.46,,,,,
~,TRADEINFO0,G7-NEUTRAL,0,1,,,,,,,,,,,,,,
~,BBTFImpact,{},{M5=1|M15=1},{M30=1|H1=1|H4=1},{},{M5=0-7|M15=0-9|M30=0-9|H1=0-9|H4=0-8|D1=0-0|W1=0-0},{M5=10-20|M15=0-30|M30=0-30|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4379.72,4379.72,4369.06,4374.39,2.66,,,,,,,,,,,
~,ORDERINFO,27.54,0.01,2,1,0.0,0.0,0,0,1,,,,,,,,
2026.01.02 09:00,M15,1.0,2.0,0.0,1.3,-10.69,0.84,4371.26,4389.52,4352.99,4374.87,4374.87,4374.87,,,,,
~,M30,1.0,3.0,0.0,3.15,-12.64,2.0,4354.71,4398.16,4311.25,,,,,,,,
~,H1,1.0,0.0,0.0,2.87,8.15,2.15,4340.58,4387.32,4293.83,,,,,,,,
~,TRADEINFO0,G0b-ATRSL,,1,,,,,,,,,,,,,,
~,BBTFImpact,{},{M5=1|M15=1},{H1=1|H4=1},{},{M5=0-6|M15=0-9|M30=0-9|H1=0-9|H4=0-8|D1=0-0|W1=0-0},{M5=0-20|M15=0-30|M30=0-30|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4379.72,4379.72,4370.12,4375.0,2.79,,,,,,,,,,,
~,ORDERINFO,27.95,0.01,2,1,0.0,0.0,0,0,1,,,,,,,,
2026.01.02 09:15,M15,1.0,2.0,0.0,1.52,-16.87,0.67,4372.79,4387.37,4358.2,4377.36,4377.36,4377.36,,,,,
~,TRADEINFO0,G0b-ATRSL,,1,,,,,,,,,,,,,,
~,BBTFImpact,{},{M5=1|M15=1},{H1=1|H4=1},{},{M5=0-6|M15=0-9|M30=0-9|H1=0-9|H4=0-8|D1=0-0|W1=0-0},{M5=30-20|M15=0-30|M30=0-30|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4378.35,4378.35,4371.46,4377.22,2.88,,,,,,,,,,,
~,ORDERINFO,30.44,0.01,2,1,0.0,0.0,0,0,1,,,,,,,,
2026.01.02 09:30,M15,1.0,2.0,0.0,1.22,-21.05,0.45,4373.88,4383.75,4364.0,4373.84,4373.84,4373.84,,,,,
~,M30,1.0,0.0,0.0,2.92,-14.57,1.85,4357.62,4397.93,4317.31,,,,,,,,
~,TRADEINFO0,G0b-ATRSL,,1,,,,,,,,,,,,,,
~,BBTFImpact,{},{M5=1|M15=1},{H1=1|H4=1},{},{M5=0-7|M15=0-9|M30=0-9|H1=0-9|H4=0-8|D1=0-0|W1=0-0},{M5=0-20|M15=0-20|M30=0-30|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=27-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4378.31,4378.31,4371.46,4374.0,2.85,,,,,,,,,,,
~,ORDERINFO,26.92,0.01,2,1,0.0,0.0,0,0,1,,,,,,,,
2026.01.02 09:45,M15,1.0,2.0,0.0,0.93,-16.73,0.29,4374.93,4381.21,4368.65,4375.84,4375.84,4375.84,,,,,
~,TRADEINFO0,G0b-TOUCH,,0,,,,,,,,,,,,,,
~,BBTFImpact,{},{M5=1|M15=1},{H1=1|H4=1},{},{M5=7-9|M15=0-8|M30=0-9|H1=0-9|H4=0-8|D1=0-0|W1=0-0},{M5=20-30|M15=0-30|M30=0-30|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=19-29|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4373.85,4382.58,4373.85,4376.03,3.27,,,,,,,,,,,
~,ORDERINFO,28.92,0.01,2,1,0.0,0.0,0,0,1,,,,,,,,
2026.01.02 10:00,M15,1.0,0.0,0.0,0.77,-1.75,0.28,4375.88,4382.06,4369.69,4382.63,4382.63,4382.63,,,,,
~,M30,1.0,0.0,0.0,3.57,-22.38,1.6400000000000001,4361.38,4397.18,4325.58,,,,,,,,
~,H1,1.0,3.0,0.0,3.6,4.92,2.22,4344.31,4392.56,4296.05,,,,,,,,
~,TRADEINFO0,G6-SHRINK,,1,0.75|,,,,,,,,,,,,,
~,TRADEINFO1,G5,,,,,,,,,,,,,,,,
~,TRADEINFO2,G5-WEAK,0,0,,,,,,,,,,,,,,
~,BBTFImpact,{},{M5=1|M15=1},{M15=1|H1=1|H4=1},{},{M5=0-8|M15=0-8|M30=0-9|H1=0-9|H4=0-8|D1=0-0|W1=0-0},{M5=0-40|M15=40-30|M30=0-30|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4375.2,4382.58,4375.2,4382.29,3.54,,,,,,,,,,,
~,ORDERINFO,35.71,0.01,2,1,0.0,0.0,0,0,1,,,,,,,,
2026.01.02 10:15,M15,1.0,3.0,0.0,0.85,0.67,0.3,4376.8,4383.45,4370.14,4385.11,4385.11,4385.11,,,,,
~,TRADEINFO0,G7-NEUTRAL,0,0,,,,,,,,,,,,,,
~,BBTFImpact,{},{M5=1|M15=1},{M15=1|H1=1|H4=1},{},{M5=9-8|M15=0-8|M30=0-9|H1=0-9|H4=0-8|D1=0-0|W1=0-0},{M5=30-40|M15=0-40|M30=0-30|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4378.75,4390.34,4378.75,4385.33,3.64,,,,,,,,,,,
~,ORDERINFO,38.19,0.01,2,1,0.0,0.0,0,0,1,,,,,,,,
2026.01.02 10:30,M15,1.0,3.0,0.0,0.7,2.56,0.31,4377.43,4384.31,4370.54,4385.41,4385.41,4385.41,,,,,
~,M30,1.0,2.0,0.0,3.56,-26.62,1.38,4365.02,4395.23,4334.81,,,,,,,,
~,TRADEINFO0,G6-SHRINK,,1,0.75|,,,,,,,,,,,,,
~,TRADEINFO1,G5,,,,,,,,,,,,,,,,
~,TRADEINFO2,G5-NONE,0,0,,,,,,,,,,,,,,
~,BBTFImpact,{},{M5=1|M15=1},{M15=1|M30=1|H4=1},{},{M5=0-9|M15=0-9|M30=0-9|H1=0-9|H4=0-8|D1=0-0|W1=0-0},{M5=0-30|M15=40-30|M30=0-30|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-29|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4378.78,4389.96,4378.78,4385.3,3.26,,,,,,,,,,,
~,ORDERINFO,38.49,0.01,2,1,0.0,0.0,0,0,1,,,,,,,,
2026.01.02 10:45,M15,1.0,1.0,0.0,0.84,8.01,0.42,4378.37,4387.52,4369.21,4390.66,4390.66,4390.66,,,,,
~,TRADEINFO0,G6-SHRINK,,1,0.75|,,,,,,,,,,,,,
~,TRADEINFO1,G5,,,,,,,,,,,,,,,,
~,TRADEINFO2,G5-NONE,0,0,,,,,,,,,,,,,,
~,BBTFImpact,{},{M15=1},{M15=1|M30=1|H4=1},{},{M5=9-9|M15=0-9|M30=0-9|H1=0-9|H4=0-8|D1=0-0|W1=0-0},{M5=0-30|M15=0-40|M30=0-30|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4384.75,4396.78,4384.75,4390.77,3.01,,,,,,,,,,,
~,ORDERINFO,43.74,0.01,2,1,0.0,0.0,0,0,1,,,,,,,,
2026.01.02 11:00,M15,1.0,1.0,0.0,0.53,2.74,0.46,4378.97,4389.14,4368.81,4386.9,4386.9,4386.9,,,,,
~,M30,1.0,0.0,0.0,2.65,-10.41,1.32,4367.94,4396.7,4339.17,,,,,,,,
~,H1,1.0,3.0,0.0,3.81,2.69,2.3,4348.46,4398.53,4298.4,,,,,,,,
~,TRADEINFO0,G6-SHRINK,,1,0.75|,,,,,,,,,,,,,
~,TRADEINFO1,G5,,,,,,,,,,,,,,,,
~,TRADEINFO2,G5-NONE,0,1,,,,,,,,,,,,,,
~,BBTFImpact,{},{M15=1},{M15=1|M30=1|H4=1},{},{M5=0-9|M15=9-9|M30=0-9|H1=0-9|H4=0-8|D1=0-0|W1=0-0},{M5=0-30|M15=30-40|M30=0-30|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4393.51,4393.51,4379.85,4386.68,3.41,,,,,,,,,,,
~,ORDERINFO,39.98,0.01,2,1,0.0,0.0,0,0,1,,,,,,,,
2026.01.02 11:15,M15,1.0,0.0,0.0,0.82,3.42,0.51,4379.88,4391.11,4368.65,4390.18,4390.18,4390.18,,,,,
~,TRADEINFO0,G6-SHRINK,,1,0.75|,,,,,,,,,,,,,
~,TRADEINFO1,G5,,,,,,,,,,,,,,,,
~,TRADEINFO2,G5-NONE,0,1,,,,,,,,,,,,,,
~,BBTFImpact,{},{M15=1},{M15=1|M30=1|H4=1},{},{M5=0-9|M15=9-9|M30=0-9|H1=0-9|H4=0-8|D1=0-0|W1=0-0},{M5=0-30|M15=30-40|M30=0-30|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4393.51,4393.51,4383.9,4390.04,3.33,,,,,,,,,,,
~,ORDERINFO,43.26,0.01,2,1,0.0,0.0,0,0,1,,,,,,,,
2026.01.02 11:30,M15,1.0,3.0,0.0,0.75,1.3,0.51,4380.5,4391.58,4369.42,4388.7,4388.7,4388.7,,,,,
~,M30,1.0,3.0,0.0,2.17,-2.89,1.29,4370.14,4398.39,4341.89,,,,,,,,
~,TRADEINFO0,G6-SHRINK,,0+M5,0.9|,,,,,,,,,,,,,
~,TRADEINFO1,G5,,,,,,,,,,,,,,,,
~,TRADEINFO2,G5-NONE,0,1,,,,,,,,,,,,,,
~,BBTFImpact,{},{M15=1},{M30=1|H1=1|H4=1},{},{M5=8-9|M15=0-9|M30=0-9|H1=0-9|H4=0-8|D1=0-0|W1=0-0},{M5=30-20|M15=0-30|M30=0-30|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4393.25,4393.25,4383.9,4388.47,3.7199999999999998,,,,,,,,,,,
~,ORDERINFO,41.78,0.01,2,1,0.0,0.0,0,0,1,,,,,,,,
2026.01.02 11:45,M15,1.0,3.0,0.0,0.75,0.39,0.51,4381.24,4392.36,4370.12,4388.75,4388.75,4388.75,,,,,
~,TRADEINFO0,G7-NEUTRAL,0,1,,,,,,,,,,,,,,
~,BBTFImpact,{},{M15=1},{M30=1|H1=1|H4=1},{},{M5=8-7|M15=0-9|M30=0-9|H1=0-9|H4=0-8|D1=0-0|W1=0-0},{M5=30-20|M15=0-30|M30=0-30|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4393.25,4393.25,4383.9,4388.71,3.54,,,,,,,,,,,
~,ORDERINFO,41.83,0.01,2,1,0.0,0.0,0,0,1,,,,,,,,
2026.01.02 12:00,M15,5.0,3.0,0.0,0.49,-0.74,0.49,4381.66,4392.45,4370.87,4385.52,4385.52,4385.52,,,,,
~,M30,1.0,3.0,0.0,1.9100000000000001,-6.17,1.22,4371.99,4398.75,4345.23,,,,,,,,
~,H1,1.0,3.0,0.0,2.85,6.84,2.38,4351.35,4403.06,4299.65,,,,,,,,
~,H4,2.0,2.0,0.0,-6.16,-101.01,3.66,4361.86,4441.67,4282.04,,,,,,,,
~,TRADEINFO0,G7-NEUTRAL,0,1,,,,,,,,,,,,,,
~,BBTFImpact,{},{M15=1},{M30=1|H1=1|H4=1},{},{M5=7-8|M15=0-9|M30=0-9|H1=0-9|H4=0-8|D1=0-0|W1=0-0},{M5=20-30|M15=0-30|M30=0-30|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4391.75,4391.75,4383.9,4385.16,3.3,,,,,,,,,,,
~,ORDERINFO,38.6,0.01,2,1,0.0,0.0,0,0,1,,,,,,,,
2026.01.02 12:15,M15,1.0,3.0,0.0,0.53,0.86,0.51,4382.24,4393.31,4371.17,4388.2,4388.2,4388.2,,,,,
~,TRADEINFO0,G7-NEUTRAL,0,1,,,,,,,,,,,,,,
~,BBTFImpact,{},{M5=1|M15=1},{M30=1|H1=1|H4=1},{},{M5=0-7|M15=0-9|M30=0-9|H1=0-9|H4=0-8|D1=0-0|W1=0-0},{M5=0-20|M15=0-30|M30=0-30|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4391.75,4391.75,4383.9,4388.18,2.89,,,,,,,,,,,
~,ORDERINFO,41.28,0.01,2,1,0.0,0.0,0,0,1,,,,,,,,
2026.01.02 12:30,M15,5.0,3.0,0.0,0.39,0.24,0.51,4382.62,4393.7,4371.53,4386.63,4386.63,4386.63,,,,,
~,M30,1.0,3.0,0.0,1.77,-4.82,1.19,4373.86,4399.79,4347.93,,,,,,,,
~,TRADEINFO0,G7-NEUTRAL,0,1,,,,,,,,,,,,,,
~,BBTFImpact,{},{M15=1},{M30=1|H1=1|H4=1},{},{M5=7-8|M15=0-9|M30=0-9|H1=0-9|H4=0-8|D1=0-0|W1=0-0},{M5=20-30|M15=0-30|M30=0-30|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4391.75,4391.75,4383.9,4386.86,2.6,,,,,,,,,,,
~,ORDERINFO,39.71,0.01,2,1,0.0,0.0,0,0,1,,,,,,,,
2026.01.02 12:45,M15,1.0,0.0,0.0,0.68,3.87,0.56,4383.5,4395.86,4371.13,4393.69,4393.69,4393.69,,,,,
~,TRADEINFO0,G7-NEUTRAL,0,0,,,,,,,,,,,,,,
