datetime,category,BBTFImpact-Sideway_val/ATRSL1buf-Trend/ORDERINFO-BUY_PROFIT/TF-diffMid_Trend/TRADEINFO0-Gate/TRADEINFO1-Gate/TRADEINFO2-Gate/NEW_ORDER_OPEN-TradeAct/TRADEINFO3-Gate/TRADEINFO4-Gate/NEW_ORDER_CLOSE-TradeAct/TRADEINFO5-Gate,BBTFImpact-HTF_Drive_LTF_Sideway/ATRSL1buf-LV/ORDERINFO-BUY_LOTS/TF-BBUpDn/TRADEINFO0-TradeAct/TRADEINFO1-M30dn+M15up|act/TRADEINFO2-|act/NEW_ORDER_OPEN-OPEN_TICKET/TRADEINFO3-M5/TRADEINFO4-M5/NEW_ORDER_CLOSE-OPEN_TICKET/TRADEINFO5-M5,BBTFImpact-LTF_Drive_HTF_Fly/ATRSL1buf-Upper/ORDERINFO-BUY_TICKET_NUM/TF-trend/TRADEINFO0-Trade_act/TRADEINFO1-atrsl/TRADEINFO2-atrsl/NEW_ORDER_OPEN-OPEN_TYPE/TRADEINFO3-atrsl/TRADEINFO4-atrsl/NEW_ORDER_CLOSE-OPEN_Type/TRADEINFO5-atrsl,BBTFImpact-midline_Cluster/ATRSL1buf-Lower/ORDERINFO-BUYS/TF-diffMid/TRADEINFO0-pen/NEW_ORDER_OPEN-OPEN_LOTS/NEW_ORDER_CLOSE-OPEN_LOTS,BBTFImpact-line_seq_touch/ATRSL1buf-SLMid/ORDERINFO-SELL_PROFIT/TF-diffBBW/NEW_ORDER_OPEN-DEAL_PRICE/NEW_ORDER_CLOSE-OPEN_PRICE,BBTFImpact-line_seq_cross/ATRSL1buf-Val/ORDERINFO-SELL_LOTS/TF-WLV/NEW_ORDER_OPEN-FREEMARGIN/NEW_ORDER_CLOSE-OPEN_TIME,BBTFImpact-untouch_val/ORDERINFO-SELL_TICKET_NUM/TF-MidLV/NEW_ORDER_OPEN-MARGINREQUIRED/NEW_ORDER_CLOSE-CLOSED_TICKET,ORDERINFO-SELLS/TF-UppLV/NEW_ORDER_CLOSE-CLOSED_TYPE,ORDERINFO-TOTALORDERS/TF-LowLV/NEW_ORDER_CLOSE-CLOSED_LOT,TF-close/NEW_ORDER_CLOSE-CLOSED_PRICE,TF-high/NEW_ORDER_CLOSE-PROFIT,TF-low/NEW_ORDER_CLOSE-SWAP,NEW_ORDER_CLOSE-COMMISION,NEW_ORDER_CLOSE-FEE,NEW_ORDER_CLOSE-TOTAL_PROFIT,NEW_ORDER_CLOSE-TOTAL_SWAP,NEW_ORDER_CLOSE-LAST_PROFIT
~,TRADEINFO0,G7-NEUTRAL,0,0,,,,,,,,,,,,,,
~,BBTFImpact,{},{D1=1},{M15=1|M30=1|H1=1|H4=1|D1=1|W1=1},{},{M5=0-9|M15=0-9|M30=0-9|H1=0-8|H4=0-9|D1=0-9|W1=0-9},{M5=0-30|M15=0-30|M30=0-40|H1=0-40|H4=40-30|D1=0-40|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4706.03,4720.53,4706.03,4712.94,5.07,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.20 08:45,M15,1.0,3.0,1.0,2.02,2.8,1.38,4688.91,4721.25,4656.56,4710.76,4710.76,4710.76,,,,,
~,TRADEINFO0,G6-SHRINK,,0+M5,0.9|,,,,,,,,,,,,,
~,TRADEINFO1,G5,,,,,,,,,,,,,,,,
~,TRADEINFO2,G5-NONE,0,0,,,,,,,,,,,,,,
~,BBTFImpact,{},{D1=1},{M30=1|H1=1|H4=1|D1=1|W1=1},{},{M5=0-9|M15=0-9|M30=0-9|H1=0-8|H4=0-9|D1=0-9|W1=0-9},{M5=0-30|M15=0-30|M30=40-30|H1=0-40|H4=0-30|D1=0-40|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4706.03,4716.05,4706.03,4710.43,4.75,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.20 09:00,M15,1.0,3.0,1.0,2.17,0.45,1.3900000000000001,4691.16,4723.84,4658.47,4712.36,4712.36,4712.36,,,,,
~,M30,1.0,1.0,1.0,1.8599999999999999,13.03,1.42,4681.45,4714.68,4648.21,,,,,,,,
~,H1,1.0,1.0,1.0,2.21,19.98,1.28,4676.5,4706.39,4646.62,,,,,,,,
~,TRADEINFO0,G7-NEUTRAL,0,0,,,,,,,,,,,,,,
~,BBTFImpact,{},{D1=1},{M15=1|M30=1|H1=1|H4=1|D1=1|W1=1},{},{M5=0-9|M15=0-9|M30=9-9|H1=0-8|H4=9-9|D1=0-9|W1=0-9},{M5=0-30|M15=0-30|M30=30-40|H1=0-40|H4=30-40|D1=0-40|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=19-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4706.03,4716.05,4706.03,4712.37,4.74,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.20 09:15,M15,1.0,3.0,1.0,2.3,0.1,1.41,4693.57,4726.61,4660.53,4715.48,4715.48,4715.48,,,,,
~,TRADEINFO0,G6-SHRINK,,0+M5,0.9|,,,,,,,,,,,,,
~,TRADEINFO1,G5,,,,,,,,,,,,,,,,
~,TRADEINFO2,G5-NONE,0,0,,,,,,,,,,,,,,
~,BBTFImpact,{},{D1=1},{M30=1|H1=1|H4=1|D1=1|W1=1},{},{M5=0-9|M15=0-9|M30=0-9|H1=0-8|H4=0-9|D1=0-9|W1=0-9},{M5=0-30|M15=0-30|M30=40-30|H1=0-40|H4=0-40|D1=0-40|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4707.65,4716.05,4707.65,4715.66,4.0,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.20 09:30,M15,1.0,3.0,1.0,2.3,0.75,1.43,4696.01,4729.65,4662.37,4718.43,4718.43,4718.43,,,,,
~,M30,1.0,1.0,1.0,2.07,14.87,1.6099999999999999,4683.75,4721.37,4646.12,,,,,,,,
~,TRADEINFO0,G7-NEUTRAL,0,0,,,,,,,,,,,,,,
~,BBTFImpact,{},{D1=1},{M15=1|M30=1|H1=1|H4=1|D1=1|W1=1},{},{M5=9-9|M15=0-9|M30=9-9|H1=0-8|H4=0-9|D1=0-9|W1=0-9},{M5=30-40|M15=0-30|M30=30-40|H1=0-40|H4=0-40|D1=0-40|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4711.67,4724.11,4711.67,4718.84,3.9,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.20 09:45,M15,1.0,3.0,1.0,2.48,-2.5300000000000002,1.41,4698.53,4731.68,4665.37,4720.16,4720.16,4720.16,,,,,
~,TRADEINFO0,G7-NEUTRAL,0,0,,,,,,,,,,,,,,
~,BBTFImpact,{},{D1=1},{M15=1|M30=1|H1=1|H4=1|D1=1|W1=1},{},{M5=0-9|M15=0-9|M30=0-9|H1=0-8|H4=0-9|D1=0-9|W1=0-9},{M5=0-30|M15=0-30|M30=0-30|H1=0-40|H4=0-40|D1=0-40|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4713.12,4724.11,4713.12,4720.1,3.49,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.20 10:00,M15,1.0,3.0,1.0,2.36,-9.07,1.31,4700.81,4731.68,4669.95,4716.19,4716.19,4716.19,,,,,
~,M30,1.0,1.0,1.0,1.95,10.01,1.71,4685.7,4725.72,4645.69,,,,,,,,
~,H1,1.0,1.0,1.0,2.42,17.07,1.5,4679.17,4714.31,4644.04,,,,,,,,
~,TRADEINFO0,G7-NEUTRAL,0,0,,,,,,,,,,,,,,
~,BBTFImpact,{},{M5=1|D1=1},{M15=1|M30=1|H1=1|H4=1|D1=1|W1=1},{},{M5=0-9|M15=0-9|M30=0-9|H1=0-8|H4=0-9|D1=0-9|W1=0-9},{M5=0-30|M15=0-30|M30=0-30|H1=0-40|H4=0-40|D1=0-40|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4714.26,4722.24,4714.26,4715.56,3.34,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.20 10:15,M15,1.0,3.0,1.0,2.59,-5.43,1.28,4703.62,4733.7,4673.54,4724.55,4724.55,4724.55,,,,,
~,TRADEINFO0,G7-NEUTRAL,0,0,,,,,,,,,,,,,,
~,BBTFImpact,{},{M5=1|D1=1},{M15=1|M30=1|H1=1|H4=1|D1=1|W1=1},{},{M5=0-9|M15=0-9|M30=0-9|H1=0-8|H4=0-9|D1=0-9|W1=0-9},{M5=0-30|M15=0-30|M30=0-30|H1=0-40|H4=0-40|D1=0-40|W1=0-40},{M5=0-0|M15=0-0|M30=29-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4717.48,4731.98,4717.48,4724.85,3.68,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.20 10:30,M15,1.0,0.0,1.0,2.14,-9.31,1.17,4705.62,4733.17,4678.08,4718.72,4718.72,4718.72,,,,,
~,M30,1.0,0.0,1.0,2.33,7.83,1.8199999999999998,4688.26,4730.83,4645.69,,,,,,,,
~,TRADEINFO0,G7-NEUTRAL,0,0,,,,,,,,,,,,,,
~,BBTFImpact,{},{M5=1|D1=1},{M30=1|H1=1|H4=1|D1=1|W1=1},{},{M5=0-9|M15=0-9|M30=0-19|H1=0-8|H4=0-9|D1=0-9|W1=0-9},{M5=0-30|M15=0-30|M30=0-30|H1=0-40|H4=0-40|D1=0-40|W1=0-40},{M5=28-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4717.48,4725.95,4717.48,4718.57,3.69,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.20 10:45,M15,1.0,3.0,1.0,2.19,-7.98,1.1,4707.89,4733.73,4682.05,4722.96,4722.96,4722.96,,,,,
~,TRADEINFO0,G7-NEUTRAL,0,0,,,,,,,,,,,,,,
~,BBTFImpact,{},{M5=1|D1=1},{M30=1|H1=1|H4=1|D1=1|W1=1},{},{M5=0-9|M15=0-9|M30=0-19|H1=0-8|H4=0-9|D1=0-9|W1=0-9},{M5=0-30|M15=0-30|M30=0-30|H1=0-40|H4=0-40|D1=0-40|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4717.48,4725.95,4717.48,4722.95,3.95,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.20 11:00,M15,1.0,3.0,1.0,2.41,-6.58,1.05,4710.51,4735.36,4685.67,4729.24,4729.24,4729.24,,,,,
~,M30,1.0,0.0,1.0,2.93,11.24,1.96,4691.44,4737.46,4645.42,,,,,,,,
~,H1,1.0,1.0,1.0,3.16,22.79,1.8,4682.7,4724.86,4640.55,,,,,,,,
~,TRADEINFO0,G7-NEUTRAL,0,0,,,,,,,,,,,,,,
~,BBTFImpact,{},{M5=1|D1=1},{M15=1|M30=1|H1=1|H4=1|D1=1|W1=1},{},{M5=0-9|M15=0-9|M30=0-9|H1=0-8|H4=0-9|D1=0-9|W1=0-9},{M5=0-40|M15=0-30|M30=0-30|H1=0-40|H4=0-40|D1=0-40|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4721.85,4736.78,4721.85,4730.0,4.08,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.20 11:15,M15,1.0,0.0,1.0,2.08,-10.39,0.94,4712.52,4734.72,4690.32,4725.29,4725.29,4725.29,,,,,
~,TRADEINFO0,G7-NEUTRAL,0,0,,,,,,,,,,,,,,
~,BBTFImpact,{},{M5=1|D1=1},{M15=1|M30=1|H1=1|H4=1|D1=1|W1=1},{},{M5=0-9|M15=0-9|M30=0-9|H1=0-8|H4=0-9|D1=0-9|W1=0-9},{M5=0-30|M15=0-30|M30=0-30|H1=0-40|H4=0-40|D1=0-40|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4721.85,4732.79,4721.85,4725.33,3.73,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.20 11:30,M15,1.0,3.0,1.0,2.22,-4.57,0.91,4714.85,4736.25,4693.44,4733.31,4733.31,4733.31,,,,,
~,M30,1.0,3.0,1.0,3.32,8.32,2.03,4694.67,4742.39,4646.96,,,,,,,,
~,TRADEINFO0,G7-NEUTRAL,0,0,,,,,,,,,,,,,,
~,BBTFImpact,{},{M5=1|D1=1},{M15=1|M30=1|H1=1|H4=1|D1=1|W1=1},{},{M5=0-8|M15=0-9|M30=0-9|H1=0-9|H4=0-9|D1=0-9|W1=0-9},{M5=40-30|M15=0-30|M30=0-30|H1=0-40|H4=0-40|D1=0-40|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4724.74,4741.93,4724.74,4733.33,4.3,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.20 11:45,M15,1.0,3.0,1.0,2.06,-3.93,0.88,4716.97,4737.69,4696.25,4734.29,4734.29,4734.29,,,,,
~,TRADEINFO0,G7-NEUTRAL,0,0,,,,,,,,,,,,,,
~,BBTFImpact,{},{M5=1|D1=1},{M15=1|M30=1|H1=1|H4=1|D1=1|W1=1},{},{M5=0-9|M15=0-19|M30=0-9|H1=0-9|H4=0-9|D1=0-9|W1=0-9},{M5=0-30|M15=0-30|M30=0-30|H1=0-40|H4=0-40|D1=0-40|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4726.66,4741.93,4726.66,4734.39,3.87,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.20 12:00,M15,1.0,3.0,1.0,1.71,-3.74,0.85,4718.72,4738.67,4698.76,4732.35,4732.35,4732.35,,,,,
~,M30,1.0,3.0,1.0,3.43,1.8199999999999998,2.06,4698.18,4746.62,4649.75,,,,,,,,
~,H1,1.0,1.0,1.0,3.44,17.92,1.98,4686.14,4732.51,4639.77,,,,,,,,
~,H4,1.0,1.0,1.0,6.72,37.55,3.84,4640.77,4729.83,4551.7,,,,,,,,
~,TRADEINFO0,G7-NEUTRAL,0,0,,,,,,,,,,,,,,
~,BBTFImpact,{},{M5=1|D1=1},{M15=1|M30=1|H1=1|H4=1|D1=1|W1=1},{},{M5=0-9|M15=0-19|M30=0-9|H1=9-9|H4=0-9|D1=0-9|W1=0-9},{M5=0-30|M15=0-30|M30=0-30|H1=30-40|H4=0-40|D1=0-40|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=29-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4728.68,4739.99,4728.68,4732.36,3.82,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.20 12:15,M15,1.0,0.0,1.0,1.6800000000000002,-7.36,0.77,4720.41,4738.68,4702.15,4731.5,4731.5,4731.5,,,,,
~,TRADEINFO0,G6-SHRINK,,0+M5,0.9|,,,,,,,,,,,,,
~,TRADEINFO1,G5,,,,,,,,,,,,,,,,
~,TRADEINFO2,G5-NONE,0,0,,,,,,,,,,,,,,
~,BBTFImpact,{},{M5=1|D1=1},{M30=1|H1=1|H4=1|D1=1|W1=1},{},{M5=0-9|M15=0-19|M30=0-9|H1=9-9|H4=0-9|D1=0-9|W1=0-9},{M5=0-30|M15=0-30|M30=0-30|H1=30-40|H4=0-40|D1=0-40|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4728.68,4738.96,4728.68,4731.38,3.79,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.20 12:30,M15,1.0,2.0,1.0,1.3900000000000001,-9.51,0.67,4721.76,4737.7,4705.83,4727.92,4727.92,4727.92,,,,,
~,M30,1.0,3.0,1.0,3.26,-4.99,2.01,4701.4,4748.56,4654.23,,,,,,,,
~,TRADEINFO0,G6-SHRINK,,1+M5,0.75|,,,,,,,,,,,,,
~,TRADEINFO1,G5,,,,,,,,,,,,,,,,
~,TRADEINFO2,G5-FADE,0,1,,,,,,,,,,,,,,
~,BBTFImpact,{},{M5=1|D1=1},{H1=1|H4=1|D1=1|W1=1},{},{M5=0-9|M15=0-19|M30=0-9|H1=0-9|H4=9-9|D1=0-9|W1=0-9},{M5=20-30|M15=0-30|M30=0-30|H1=0-30|H4=30-40|D1=0-40|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4735.04,4735.04,4721.62,4728.33,3.36,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.20 12:45,M15,1.0,2.0,1.0,0.68,-3.31,0.64,4722.36,4737.39,4707.33,4724.5,4724.5,4724.5,,,,,
~,TRADEINFO0,G6-SHRINK,,1,0.75|,,,,,,,,,,,,,
~,TRADEINFO1,G5,,,,,,,,,,,,,,,,
~,TRADEINFO2,G5-NONE,0,1,,,,,,,,,,,,,,
~,BBTFImpact,{},{M5=1|M15=1|D1=1},{M15=1|H1=1|H4=1|D1=1|W1=1},{},{M5=0-9|M15=0-19|M30=0-9|H1=0-9|H4=0-9|D1=0-9|W1=0-9},{M5=0-20|M15=0-30|M30=0-30|H1=0-30|H4=0-30|D1=0-40|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4731.02,4731.02,4721.62,4724.36,3.33,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.20 13:00,M15,1.0,3.0,1.0,0.72,-2.7199999999999998,0.61,4723.14,4737.58,4708.7,4726.66,4726.66,4726.66,,,,,
~,M30,1.0,3.0,1.0,2.99,-6.8,1.9300000000000002,4704.29,4749.67,4658.91,,,,,,,,
~,H1,1.0,0.0,1.0,2.98,10.03,2.05,4688.96,4737.06,4640.85,,,,,,,,
~,TRADEINFO0,G6-SHRINK,,0+M5,0.9|,,,,,,,,,,,,,
~,TRADEINFO1,G5,,,,,,,,,,,,,,,,
~,TRADEINFO2,G5-NONE,0,1,,,,,,,,,,,,,,
~,BBTFImpact,{},{M5=1|M15=1|D1=1},{M30=1|H1=1|H4=1|D1=1|W1=1},{},{M5=0-9|M15=0-19|M30=0-9|H1=0-9|H4=0-9|D1=0-9|W1=0-9},{M5=0-20|M15=0-30|M30=0-30|H1=0-30|H4=0-30|D1=0-40|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4731.02,4731.02,4721.62,4726.87,3.1,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.20 13:15,M15,1.0,2.0,1.0,0.69,-3.31,0.58,4723.74,4737.33,4710.15,4726.33,4726.33,4726.33,,,,,
~,TRADEINFO0,G6-SHRINK,,1,0.75|,,,,,,,,,,,,,
~,TRADEINFO1,G5,,,,,,,,,,,,,,,,
~,TRADEINFO2,G5-NONE,0,1,,,,,,,,,,,,,,
~,BBTFImpact,{},{M5=1|M15=1|D1=1},{M15=1|H1=1|H4=1|D1=1|W1=1},{},{M5=0-9|M15=0-19|M30=0-9|H1=0-9|H4=0-9|D1=0-9|W1=0-9},{M5=0-20|M15=0-30|M30=0-30|H1=0-30|H4=0-30|D1=0-40|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4731.02,4731.02,4721.62,4726.37,3.14,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.20 13:30,M15,1.0,0.0,1.0,0.82,-6.01,0.52,4724.62,4736.84,4712.39,4726.92,4726.92,4726.92,,,,,
~,M30,1.0,3.0,1.0,2.8,-7.36,1.85,4707.03,4750.59,4663.47,,,,,,,,
~,TRADEINFO0,G6-SHRINK,,1+M5,0.75|,,,,,,,,,,,,,
~,TRADEINFO1,G5,,,,,,,,,,,,,,,,
~,TRADEINFO2,G5-NONE,0,1,,,,,,,,,,,,,,
~,BBTFImpact,{},{M5=1|M15=1|D1=1},{H1=1|H4=1|D1=1|W1=1},{},{M5=0-9|M15=0-19|M30=0-9|H1=0-9|H4=19-9|D1=0-9|W1=0-9},{M5=0-20|M15=0-30|M30=0-30|H1=0-30|H4=0-30|D1=0-40|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=19-29|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4731.02,4731.02,4721.68,4726.92,3.09,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.20 13:45,M15,1.0,0.0,1.0,1.0,-4.17,0.48,4725.73,4737.09,4714.36,4732.25,4732.25,4732.25,,,,,
~,TRADEINFO0,G0b-WAIT,,,,,,,,,,,,,,,,
~,TRADEINFO1,G6-SHRINK,,1,0.75|,,,,,,,,,,,,,
~,TRADEINFO2,G5,,,,,,,,,,,,,,,,
~,TRADEINFO3,G5-NONE,0,0,,,,,,,,,,,,,,
~,BBTFImpact,{},{M5=1|M15=1|D1=1},{H1=1|H4=1|D1=1|W1=1},{},{M5=0-8|M15=0-19|M30=0-9|H1=9-9|H4=0-19|D1=0-9|W1=0-9},{M5=0-30|M15=0-30|M30=0-30|H1=0-30|H4=0-40|D1=0-40|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4726.83,4736.75,4726.83,4732.46,2.82,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.20 14:00,M15,1.0,3.0,1.0,0.92,-3.45,0.45,4726.68,4737.3,4716.05,4733.05,4733.05,4733.05,,,,,
~,M30,1.0,3.0,1.0,3.17,-9.64,1.77,4710.38,4752.07,4668.69,,,,,,,,
~,H1,1.0,3.0,1.0,3.19,11.17,2.18,4692.23,4743.28,4641.19,,,,,,,,
~,TRADEINFO0,G7-NEUTRAL,0,0,,,,,,,,,,,,,,
~,BBTFImpact,{},{M5=1|M15=1|D1=1},{M30=1|H1=1|H4=1|D1=1|W1=1},{},{M5=0-9|M15=0-19|M30=0-9|H1=0-9|H4=0-19|D1=0-9|W1=0-9},{M5=0-30|M15=0-30|M30=0-30|H1=0-30|H4=0-40|D1=0-40|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4728.61,4736.75,4728.61,4732.72,2.81,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.20 14:15,M15,1.0,0.0,1.0,0.59,-2.5,0.42,4727.16,4736.97,4717.34,4730.24,4730.24,4730.24,,,,,
~,TRADEINFO0,G7-NEUTRAL,0,0,,,,,,,,,,,,,,
~,BBTFImpact,{},{M5=1|M15=1|D1=1},{M30=1|H1=1|H4=1|D1=1|W1=1},{},{M5=0-9|M15=0-19|M30=0-9|H1=0-9|H4=0-9|D1=0-9|W1=0-9},{M5=0-30|M15=0-30|M30=0-30|H1=0-30|H4=0-40|D1=0-40|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4728.61,4734.91,4728.61,4730.18,2.95,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.20 14:30,M15,5.0,2.0,1.0,0.36,-2.88,0.38,4727.43,4736.48,4718.38,4726.43,4726.43,4726.43,,,,,
~,M30,1.0,0.0,1.0,2.7800000000000002,-15.51,1.6,4713.0,4750.74,4675.27,,,,,,,,
~,TRADEINFO0,G0b-ATRSL,,1,,,,,,,,,,,,,,
~,BBTFImpact,{},{M5=1|M15=1|D1=1},{H1=1|H4=1|D1=1|W1=1},{},{M5=0-9|M15=0-19|M30=0-9|H1=0-9|H4=0-9|D1=0-9|W1=0-9},{M5=20-30|M15=20-30|M30=0-30|H1=0-30|H4=0-30|D1=0-40|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=29-29|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4728.61,4728.61,4720.78,4726.57,2.89,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.20 14:45,M15,5.0,2.0,1.0,0.4,-3.88,0.34,4727.84,4735.97,4719.71,4726.74,4726.74,4726.74,,,,,
~,TRADEINFO0,G0b-ATRSL,,1,,,,,,,,,,,,,,
~,BBTFImpact,{},{M5=1|M15=1|D1=1},{H1=1|H4=1|D1=1|W1=1},{},{M5=0-9|M15=0-19|M30=0-9|H1=0-9|H4=0-9|D1=0-9|W1=0-9},{M5=0-20|M15=0-20|M30=0-30|H1=0-30|H4=0-30|D1=0-40|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=29-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4728.61,4728.61,4720.78,4726.79,3.02,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.20 15:00,M15,5.0,2.0,1.0,0.36,-3.25,0.31,4728.25,4735.59,4720.9,4727.51,4727.51,4727.51,,,,,
~,M30,1.0,2.0,1.0,2.88,-21.58,1.3900000000000001,4715.89,4748.57,4683.21,,,,,,,,
