datetime,category,TF-diffMid_Trend/BBTFImpact-HTF_Drive_LTF_Sideway/ATRSL1buf-Trend/ORDERINFO-BUY_PROFIT/NEW_ORDER_OPEN-TradeAct/NEW_ORDER_CLOSE-TradeAct,TF-BBUpDn/BBTFImpact-LTF_Drive_HTF_Fly/ATRSL1buf-LV/ORDERINFO-BUY_LOTS/NEW_ORDER_OPEN-OPEN_TICKET/NEW_ORDER_CLOSE-OPEN_TICKET,TF-trend/BBTFImpact-midline_Cluster/ATRSL1buf-Upper/ORDERINFO-BUY_TICKET_NUM/NEW_ORDER_OPEN-OPEN_TYPE/NEW_ORDER_CLOSE-OPEN_Type,TF-diffMid/BBTFImpact-line_seq_touch/ATRSL1buf-Lower/ORDERINFO-BUYS/NEW_ORDER_OPEN-OPEN_LOTS/NEW_ORDER_CLOSE-OPEN_LOTS,TF-diffBBW/BBTFImpact-line_seq_cross/ATRSL1buf-SLMid/ORDERINFO-SELL_PROFIT/NEW_ORDER_OPEN-DEAL_PRICE/NEW_ORDER_CLOSE-OPEN_PRICE,TF-WLV/BBTFImpact-untouch_val/ATRSL1buf-Val/ORDERINFO-SELL_LOTS/NEW_ORDER_OPEN-FREEMARGIN/NEW_ORDER_CLOSE-OPEN_TIME,TF-MidLV/ORDERINFO-SELL_TICKET_NUM/NEW_ORDER_OPEN-MARGINREQUIRED/NEW_ORDER_CLOSE-CLOSED_TICKET,TF-UppLV/ORDERINFO-SELLS/NEW_ORDER_CLOSE-CLOSED_TYPE,TF-LowLV/ORDERINFO-TOTALORDERS/NEW_ORDER_CLOSE-CLOSED_LOT,TF-close/NEW_ORDER_CLOSE-CLOSED_PRICE,TF-high/NEW_ORDER_CLOSE-PROFIT,TF-low/NEW_ORDER_CLOSE-SWAP,NEW_ORDER_CLOSE-COMMISION,NEW_ORDER_CLOSE-FEE,NEW_ORDER_CLOSE-TOTAL_PROFIT,NEW_ORDER_CLOSE-TOTAL_SWAP,NEW_ORDER_CLOSE-LAST_PROFIT
~,ATRSL1buf,2.0,5175.1,5182.72,5175.1,5181.2,3.05,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.03.11 23:00,M5,1.0,1.0,1.0,0.34,3.13,0.23,5176.7,5182.54,5170.86,5183.14,5183.14,5183.14,,,,,
~,M15,4.0,0.0,2.0,0.25,3.23,0.36,5173.25,5182.63,5163.87,5183.14,5183.14,5183.14,,,,,
~,M30,4.0,2.0,2.0,-0.38,-3.95,0.55,5177.15,5191.28,5163.02,,,,,,,,
~,H1,2.0,4.0,2.0,-0.99,-2.52,1.09,5187.94,5216.19,5159.69,,,,,,,,
~,BBTFImpact,{M5=1|M15=1|H1=1},{M15=1|M30=1|H4=1|D1=1|W1=1|MN1=1},"[3.44, 3.89, 14.69]",{M5=0-9|M15=0-8|M30=0-8|H1=0-6|H4=0-18|D1=0-8|W1=0-9|MN1=0-0},{M5=40-30|M15=40-30|M30=0-30|H1=0-20|H4=0-30|D1=0-30|W1=0-30|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,2.0,5177.05,5189.65,5177.05,5183.35,3.15,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.03.11 23:05,M5,3.0,1.0,1.0,0.14,0.82,0.22,5176.72,5182.35,5171.1,5180.14,5180.14,5180.14,,,,,
~,BBTFImpact,{M15=1|H1=1},{M15=1|M30=1|H4=1|D1=1|W1=1|MN1=1},"[3.4699999999999998, 3.89, 14.69]",{M5=9-9|M15=9-8|M30=0-8|H1=0-6|H4=0-18|D1=0-8|W1=0-9|MN1=0-0},{M5=30-40|M15=30-40|M30=0-30|H1=0-20|H4=0-30|D1=0-30|W1=0-30|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,2.0,5177.05,5186.64,5177.05,5180.28,3.18,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.03.11 23:10,M5,3.0,1.0,1.0,0.07,0.25,0.22,5176.75,5182.34,5171.15,5178.77,5178.77,5178.77,,,,,
~,BBTFImpact,{M15=1|H1=1},{M15=1|M30=1|H4=1|D1=1|W1=1|MN1=1},"[3.49, 3.89, 14.69]",{M5=0-9|M15=0-9|M30=0-8|H1=0-6|H4=0-18|D1=0-8|W1=0-9|MN1=0-0},{M5=0-30|M15=0-30|M30=0-30|H1=0-20|H4=0-30|D1=0-30|W1=0-30|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,2.0,5177.05,5184.84,5177.05,5178.67,3.08,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.03.11 23:15,M5,3.0,3.0,1.0,0.03,0.09,0.22,5176.74,5182.32,5171.17,5178.06,5178.06,5178.06,,,,,
~,M15,5.0,1.0,2.0,0.2,0.96,0.35,5173.3,5182.38,5164.22,5178.06,5178.06,5178.06,,,,,
~,BBTFImpact,{M15=1|H1=1},{M15=1|M30=1|H4=1|D1=1|W1=1|MN1=1},"[3.44, 3.84, 14.64]",{M5=0-9|M15=0-9|M30=0-8|H1=0-6|H4=0-18|D1=0-8|W1=0-9|MN1=0-0},{M5=0-30|M15=0-30|M30=0-30|H1=0-20|H4=0-30|D1=0-30|W1=0-30|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,2.0,5177.05,5183.91,5177.05,5177.78,3.07,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.03.11 23:20,M5,3.0,4.0,1.0,-0.05,0.0,0.21,5176.64,5182.19,5171.09,5176.14,5176.14,5176.14,,,,,
~,BBTFImpact,{M15=1|H1=1},{M15=1|M30=1|H4=1|D1=1|W1=1|MN1=1},"[3.34, 3.84, 14.64]",{M5=0-9|M15=0-9|M30=7-8|H1=0-6|H4=0-18|D1=0-8|W1=0-9|MN1=0-0},{M5=20-30|M15=0-30|M30=20-30|H1=0-20|H4=0-30|D1=0-30|W1=0-30|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,1.0,5177.05,5177.05,5169.92,5175.98,3.03,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.03.11 23:25,M5,3.0,3.0,1.0,0.09,0.26,0.22,5176.79,5182.4,5171.17,5178.71,5178.71,5178.71,,,,,
~,BBTFImpact,{M15=1|H1=1},{M15=1|M30=1|H4=1|D1=1|W1=1|MN1=1},"[3.49, 3.84, 14.64]",{M5=8-9|M15=0-9|M30=8-7|H1=0-6|H4=0-18|D1=0-8|W1=0-9|MN1=0-0},{M5=30-20|M15=0-30|M30=30-20|H1=0-20|H4=0-30|D1=0-30|W1=0-30|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,2.0,5177.05,5184.5,5177.05,5178.47,3.01,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.03.11 23:30,M5,3.0,3.0,1.0,0.1,0.02,0.22,5176.87,5182.47,5171.27,5177.87,5177.87,5177.87,,,,,
~,M15,5.0,0.0,7.0,0.38,0.43,0.35,5173.64,5182.76,5164.52,5177.87,5177.87,5177.87,,,,,
~,M30,4.0,2.0,2.0,-0.32,-1.6,0.52,5176.63,5190.12,5163.15,,,,,,,,
~,BBTFImpact,{M15=1|M30=1|H1=1},{M15=1|M30=1|H4=1|D1=1|W1=1|MN1=1},"[3.23, 2.99, 14.3]",{M5=0-8|M15=0-9|M30=0-8|H1=0-6|H4=0-18|D1=0-8|W1=0-9|MN1=0-0},{M5=0-30|M15=0-30|M30=0-30|H1=0-20|H4=0-30|D1=0-30|W1=0-30|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,2.0,5177.05,5183.7,5177.05,5178.01,2.84,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.03.11 23:35,M5,5.0,0.0,1.0,0.2,-1.25,0.2,5177.05,5182.32,5171.78,5176.77,5176.77,5176.77,,,,,
~,BBTFImpact,{M15=1|M30=1|H1=1},{M15=1|M30=1|H4=1|D1=1|W1=1|MN1=1},"[3.41, 2.99, 14.3]",{M5=7-8|M15=0-9|M30=8-8|H1=0-6|H4=0-18|D1=0-8|W1=0-9|MN1=0-0},{M5=20-30|M15=0-30|M30=0-30|H1=0-20|H4=0-30|D1=0-30|W1=0-30|MN1=0-40},{M5=0-0|M15=0-0|M30=28-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,1.0,5182.27,5182.27,5171.37,5176.82,2.7199999999999998,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.03.11 23:40,M5,5.0,2.0,1.0,0.29,-2.79,0.18,5177.35,5181.9,5172.81,5177.0,5177.0,5177.0,,,,,
~,BBTFImpact,{M15=1|M30=1|H1=1},{M30=1|H4=1|D1=1|W1=1|MN1=1},"[3.71, 2.99, 14.3]",{M5=7-8|M15=0-9|M30=0-8|H1=0-6|H4=0-18|D1=0-8|W1=0-9|MN1=0-0},{M5=0-20|M15=0-30|M30=0-30|H1=0-20|H4=0-30|D1=0-30|W1=0-30|MN1=0-40},{M5=0-0|M15=0-0|M30=0-28|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,1.0,5182.27,5182.27,5171.54,5176.99,2.7199999999999998,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.03.11 23:45,M5,5.0,2.0,1.0,0.2,-2.16,0.15,5177.54,5181.53,5173.55,5176.34,5176.34,5176.34,,,,,
~,M15,5.0,3.0,7.0,0.33,-0.42,0.35,5173.93,5182.88,5164.99,5176.34,5176.34,5176.34,,,,,
~,BBTFImpact,{M15=1|M30=1|H1=1},{M30=1|H4=1|D1=1|W1=1|MN1=1},"[3.61, 2.7, 14.01]",{M5=0-7|M15=0-9|M30=7-8|H1=0-6|H4=0-18|D1=0-8|W1=0-9|MN1=0-0},{M5=0-20|M15=0-30|M30=20-30|H1=0-20|H4=0-30|D1=0-30|W1=0-30|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,1.0,5181.72,5181.72,5171.54,5176.33,2.7,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.03.11 23:50,M5,5.0,2.0,1.0,0.16,-1.88,0.13,5177.72,5181.2,5174.25,5176.38,5176.38,5176.38,,,,,
~,BBTFImpact,{M5=1|M15=1|M30=1|H1=1},{M30=1|H4=1|D1=1|W1=1|MN1=1},"[3.79, 2.7, 14.01]",{M5=0-7|M15=0-9|M30=0-7|H1=0-6|H4=0-18|D1=0-8|W1=0-9|MN1=0-0},{M5=0-20|M15=0-30|M30=0-20|H1=0-20|H4=0-30|D1=0-30|W1=0-30|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,1.0,5181.72,5181.72,5171.54,5176.39,2.67,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.03.11 23:55,M5,5.0,2.0,1.0,0.19,-1.8399999999999999,0.11,5177.96,5180.91,5175.0,5177.68,5177.68,5177.68,,,,,
~,BBTFImpact,{M5=1|M15=1|M30=1|H1=1},{M30=1|H4=1|D1=1|W1=1|MN1=1},"[4.02, 2.7, 14.01]",{M5=0-7|M15=0-9|M30=8-7|H1=0-6|H4=0-18|D1=0-8|W1=0-9|MN1=0-0},{M5=0-20|M15=0-30|M30=30-20|H1=0-20|H4=0-30|D1=0-30|W1=0-30|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,1.0,5181.72,5181.72,5172.49,5177.69,2.6,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.03.12 01:00,M5,5.0,2.0,1.0,0.16,-1.06,0.11,5178.07,5180.8,5175.33,5178.5,5178.5,5178.5,,,,,
~,M15,5.0,3.0,7.0,0.5,-0.86,0.34,5174.46,5183.22,5165.71,5178.5,5178.5,5178.5,,,,,
~,M30,4.0,2.0,2.0,-0.43,-3.06,0.49,5176.15,5188.83,5163.47,,,,,,,,
~,H1,2.0,0.0,2.0,-1.9,-10.91,0.99,5185.85,5211.43,5160.27,,,,,,,,
~,H4,1.0,3.0,1.0,2.57,-1.24,3.2800000000000002,5155.59,5240.02,5071.16,,,,,,,,
~,D1,1.0,3.0,1.0,9.42,-21.25,8.17,5116.51,5325.4,4907.62,,,,,,,,
~,BBTFImpact,{M5=1|M15=1|M30=1|H1=1},{M30=1|H4=1|D1=1|W1=1|MN1=1},"[3.6, 1.69, 11.39]",{M5=8-7|M15=0-9|M30=8-7|H1=0-6|H4=0-18|D1=0-8|W1=0-9|MN1=0-0},{M5=30-20|M15=0-30|M30=0-30|H1=0-20|H4=0-30|D1=0-30|W1=0-30|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,1.0,5181.72,5181.72,5172.49,5177.4,2.6,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.03.12 01:05,M5,5.0,0.0,1.0,0.09,-0.46,0.1,5178.22,5180.92,5175.53,5178.24,5178.24,5178.24,,,,,
~,BBTFImpact,{M5=1|M15=1|M30=1|H1=1},{M30=1|H4=1|D1=1|W1=1|MN1=1},"[3.76, 1.69, 11.39]",{M5=0-8|M15=0-9|M30=0-8|H1=0-6|H4=0-18|D1=0-8|W1=0-9|MN1=0-0},{M5=0-30|M15=0-30|M30=0-30|H1=0-20|H4=0-30|D1=0-30|W1=0-30|MN1=0-40},{M5=28-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,1.0,5181.72,5181.72,5173.18,5178.51,2.66,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.03.12 01:10,M5,5.0,1.0,1.0,-0.2,2.12,0.15,5177.77,5181.78,5173.76,5173.33,5173.33,5173.33,,,,,
~,BBTFImpact,{M5=1|M15=1|M30=1|H1=1},{M15=1|M30=1|H4=1|D1=1|W1=1|MN1=1},"[3.31, 1.69, 11.39]",{M5=0-8|M15=0-9|M30=7-8|H1=0-6|H4=0-18|D1=0-8|W1=0-9|MN1=0-0},{M5=10-30|M15=20-30|M30=20-30|H1=0-20|H4=0-30|D1=0-30|W1=0-30|MN1=0-40},{M5=0-28|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,1.0,5179.15,5179.15,5167.04,5173.09,3.03,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.03.12 01:15,M5,4.0,1.0,1.0,-0.13,0.67,0.16,5177.68,5181.7,5173.67,5175.09,5175.09,5175.09,,,,,
~,M15,5.0,0.0,7.0,0.34,-1.67,0.32,5174.68,5182.86,5166.5,5175.09,5175.09,5175.09,,,,,
~,BBTFImpact,{M5=1|M15=1|M30=1|H1=1},{M15=1|M30=1|H4=1|D1=1|W1=1|MN1=1},"[3.01, 1.47, 11.17]",{M5=6-8|M15=8-9|M30=0-7|H1=0-6|H4=0-18|D1=0-8|W1=0-9|MN1=0-0},{M5=20-10|M15=30-20|M30=0-20|H1=0-20|H4=0-30|D1=0-30|W1=0-30|MN1=0-40},{M5=0-0|M15=0-0|M30=27-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,1.0,5179.15,5179.15,5168.61,5174.91,3.15,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.03.12 01:20,M5,4.0,0.0,8.0,-0.19,0.57,0.16,5177.48,5181.67,5173.3,5174.9,5174.9,5174.9,,,,,
~,BBTFImpact,{M5=1|M15=1|M30=1|H1=1},{M15=1|M30=1|H4=1|D1=1|W1=1|MN1=1},"[2.81, 1.47, 11.17]",{M5=0-6|M15=0-8|M30=0-7|H1=0-6|H4=0-18|D1=0-8|W1=0-9|MN1=0-0},{M5=0-20|M15=0-30|M30=0-20|H1=0-20|H4=0-30|D1=0-30|W1=0-30|MN1=0-40},{M5=0-0|M15=0-0|M30=0-27|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,1.0,5179.15,5179.15,5168.61,5174.81,3.1,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.03.12 01:25,M5,4.0,0.0,8.0,-0.29,1.8599999999999999,0.18,5177.19,5181.87,5172.51,5172.59,5172.59,5172.59,,,,,
~,BBTFImpact,{M5=1|M15=1|M30=1|H1=1},{M15=1|M30=1|H4=1|D1=1|W1=1|MN1=1},"[2.51, 1.47, 11.17]",{M5=6-6|M15=7-8|M30=0-7|H1=0-6|H4=0-18|D1=0-8|W1=0-9|MN1=0-0},{M5=0-20|M15=20-30|M30=0-20|H1=0-20|H4=0-30|D1=0-30|W1=0-30|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,1.0,5179.15,5179.15,5168.61,5172.73,3.26,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.03.12 01:30,M5,4.0,1.0,8.0,-0.5,2.5300000000000002,0.23,5176.57,5182.47,5170.66,5169.98,5169.98,5169.98,,,,,
~,M15,3.0,0.0,7.0,-0.07,0.48,0.33,5174.41,5182.85,5165.98,5169.98,5169.98,5169.98,,,,,
~,M30,2.0,0.0,2.0,-0.66,-0.8,0.48,5175.31,5187.77,5162.86,,,,,,,,
~,BBTFImpact,{M5=1|M15=1|M30=1|H1=1},{M15=1|M30=1|H4=1|D1=1|W1=1|MN1=1},"[2.15, 0.9, 11.44]",{M5=0-6|M15=0-7|M30=0-7|H1=0-6|H4=0-18|D1=0-8|W1=0-9|MN1=0-0},{M5=10-20|M15=0-20|M30=0-20|H1=0-20|H4=0-30|D1=0-30|W1=0-30|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,1.0,5176.98,5176.98,5168.61,5169.73,3.62,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.03.12 01:35,M5,2.0,1.0,8.0,-0.79,4.62,0.3,5175.66,5183.32,5168.0,5165.41,5165.41,5165.41,,,,,
~,BBTFImpact,{M15=1|M30=1|H1=1},{M15=1|M30=1|H4=1|D1=1|W1=1|MN1=1},"[1.25, 0.9, 11.44]",{M5=0-6|M15=0-7|M30=0-7|H1=0-6|H4=0-18|D1=0-8|W1=0-9|MN1=0-0},{M5=0-10|M15=10-20|M30=0-20|H1=0-20|H4=0-30|D1=0-30|W1=0-30|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,1.0,5172.92,5172.92,5157.54,5165.23,3.85,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.03.12 01:40,M5,2.0,1.0,2.0,-1.02,7.22,0.4,5174.49,5184.84,5164.15,5160.55,5160.55,5160.55,,,,,
~,BBTFImpact,{M15=1|M30=1|H1=1},{M15=1|M30=1|H4=1|D1=1|W1=1|MN1=1},"[0.08, 0.9, 11.44]",{M5=0-6|M15=0-7|M30=0-7|H1=0-6|H4=0-18|D1=0-8|W1=0-9|MN1=0-0},{M5=0-10|M15=0-10|M30=10-20|H1=0-20|H4=0-30|D1=0-30|W1=0-30|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,1.0,5168.59,5168.59,5157.54,5160.02,4.29,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.03.12 01:45,M5,2.0,1.0,2.0,-1.02,6.42,0.49,5173.35,5186.03,5160.67,5158.73,5158.73,5158.73,,,,,
~,M15,2.0,1.0,2.0,-0.76,7.63,0.46,5173.24,5185.13,5161.36,5158.73,5158.73,5158.73,,,,,
~,BBTFImpact,{M15=1|M30=1|H1=1},{M15=1|M30=1|H4=1|D1=1|W1=1|MN1=1},"[0.11, 2.07, 12.61]",{M5=0-6|M15=0-7|M30=0-7|H1=0-6|H4=0-18|D1=0-8|W1=0-9|MN1=0-0},{M5=0-10|M15=0-10|M30=0-10|H1=10-20|H4=0-30|D1=0-30|W1=0-30|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,1.0,5167.92,5167.92,5157.54,5158.28,4.82,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.03.12 01:50,M5,2.0,4.0,2.0,-0.5,0.18,0.46,5173.08,5184.87,5161.3,5168.0,5168.0,5168.0,,,,,
~,BBTFImpact,{M15=1|M30=1|H1=1},{M15=1|M30=1|H4=1|D1=1|W1=1|MN1=1},"[0.16, 2.07, 12.61]",{M5=6-6|M15=6-7|M30=6-7|H1=6-6|H4=0-18|D1=0-8|W1=0-9|MN1=0-0},{M5=20-10|M15=20-10|M30=20-10|H1=20-10|H4=0-30|D1=0-30|W1=0-30|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,1.0,5167.92,5167.92,5157.54,5167.73,5.36,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.03.12 01:55,M5,2.0,0.0,2.0,-1.03,6.6899999999999995,0.55,5171.76,5186.01,5157.51,5156.28,5156.28,5156.28,,,,,
~,BBTFImpact,{M15=1|M30=1|H1=1},{M15=1|M30=1|H4=1|D1=1|W1=1|MN1=1},"[1.48, 2.07, 12.61]",{M5=0-6|M15=0-6|M30=0-6|H1=0-6|H4=0-18|D1=0-8|W1=0-9|MN1=0-0},{M5=10-20|M15=10-20|M30=10-20|H1=10-20|H4=0-30|D1=0-30|W1=0-30|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=28-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,1.0,5167.92,5167.92,5144.52,5156.89,6.19,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.03.12 02:00,M5,2.0,1.0,2.0,-1.92,18.12,0.86,5169.24,5191.42,5147.05,5139.13,5139.13,5139.13,,,,,
~,M15,2.0,1.0,2.0,-1.96,23.36,0.8,5170.81,5191.41,5150.22,5139.13,5139.13,5139.13,,,,,
~,M30,2.0,1.0,2.0,-2.4,20.68,0.85,5171.91,5193.8,5150.03,,,,,,,,
~,H1,2.0,0.0,2.0,-3.46,17.93,1.27,5181.33,5214.36,5148.31,,,,,,,,
~,BBTFImpact,{M15=1|M30=1|H1=1},{M15=1|M30=1|H1=1|H4=1|D1=1|W1=1|MN1=1},"[1.58, 1.1, 10.52]",{M5=0-6|M15=0-6|M30=0-6|H1=0-6|H4=0-18|D1=0-8|W1=0-9|MN1=0-0},{M5=0-10|M15=0-10|M30=0-10|H1=0-10|H4=20-30|D1=0-30|W1=0-30|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-28|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,1.0,5153.73,5153.73,5120.91,5137.32,8.2,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.03.12 02:05,M5,2.0,1.0,2.0,-1.54,6.12,0.88,5167.87,5190.73,5145.0,5147.59,5147.59,5147.59,,,,,
~,BBTFImpact,{M15=1|M30=1|H1=1},{M15=1|M30=1|H1=1|H4=1|D1=1|W1=1|MN1=1},"[2.95, 1.1, 10.52]",{M5=6-6|M15=0-6|M30=0-6|H1=0-6|H4=0-18|D1=0-8|W1=0-9|MN1=0-0},{M5=20-10|M15=0-10|M30=0-10|H1=0-10|H4=0-20|D1=0-30|W1=0-30|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,1.0,5153.73,5153.73,5128.36,5146.16,8.9,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.03.12 02:10,M5,2.0,4.0,2.0,-1.47,4.43,0.92,5166.45,5190.24,5142.66,5148.0,5148.0,5148.0,,,,,
~,BBTFImpact,{M15=1|M30=1|H1=1},{M15=1|M30=1|H1=1|H4=1|D1=1|W1=1|MN1=1},"[4.36, 1.1, 10.52]",{M5=0-6|M15=0-6|M30=0-6|H1=0-6|H4=0-18|D1=0-8|W1=0-9|MN1=0-0},{M5=0-20|M15=0-10|M30=0-10|H1=0-10|H4=0-20|D1=0-30|W1=0-30|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,1.0,5153.73,5153.73,5130.52,5147.91,8.7,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.03.12 02:15,M5,2.0,4.0,2.0,-1.25,1.16,0.92,5165.33,5189.04,5141.63,5152.05,5152.05,5152.05,,,,,
~,M15,2.0,1.0,2.0,-1.1,6.52,0.79,5170.01,5190.51,5149.52,5152.05,5152.05,5152.05,,,,,
