datetime,category,BBTFImpact-Sideway_val/ATRSL1buf-Trend/ORDERINFO-BUY_PROFIT/TF-diffMid_Trend/NEW_ORDER_OPEN-TradeAct/NEW_ORDER_CLOSE-TradeAct,BBTFImpact-HTF_Drive_LTF_Sideway/ATRSL1buf-LV/ORDERINFO-BUY_LOTS/TF-BBUpDn/NEW_ORDER_OPEN-OPEN_TICKET/NEW_ORDER_CLOSE-OPEN_TICKET,BBTFImpact-LTF_Drive_HTF_Fly/ATRSL1buf-Upper/ORDERINFO-BUY_TICKET_NUM/TF-trend/NEW_ORDER_OPEN-OPEN_TYPE/NEW_ORDER_CLOSE-OPEN_Type,BBTFImpact-midline_Cluster/ATRSL1buf-Lower/ORDERINFO-BUYS/TF-diffMid/NEW_ORDER_OPEN-OPEN_LOTS/NEW_ORDER_CLOSE-OPEN_LOTS,BBTFImpact-line_seq_touch/ATRSL1buf-SLMid/ORDERINFO-SELL_PROFIT/TF-diffBBW/NEW_ORDER_OPEN-DEAL_PRICE/NEW_ORDER_CLOSE-OPEN_PRICE,BBTFImpact-line_seq_cross/ATRSL1buf-Val/ORDERINFO-SELL_LOTS/TF-WLV/NEW_ORDER_OPEN-FREEMARGIN/NEW_ORDER_CLOSE-OPEN_TIME,BBTFImpact-untouch_val/ORDERINFO-SELL_TICKET_NUM/TF-MidLV/NEW_ORDER_OPEN-MARGINREQUIRED/NEW_ORDER_CLOSE-CLOSED_TICKET,ORDERINFO-SELLS/TF-UppLV/NEW_ORDER_CLOSE-CLOSED_TYPE,ORDERINFO-TOTALORDERS/TF-LowLV/NEW_ORDER_CLOSE-CLOSED_LOT,TF-close/NEW_ORDER_CLOSE-CLOSED_PRICE,TF-high/NEW_ORDER_CLOSE-PROFIT,TF-low/NEW_ORDER_CLOSE-SWAP,NEW_ORDER_CLOSE-COMMISION,NEW_ORDER_CLOSE-FEE,NEW_ORDER_CLOSE-TOTAL_PROFIT,NEW_ORDER_CLOSE-TOTAL_SWAP,NEW_ORDER_CLOSE-LAST_PROFIT
~,BBTFImpact,[4.0],{M30=1|H1=1},{M15=1|M30=1|H1=1|H4=1|D1=1|W1=1},"[14.41, 1.71, 2.23]",{M5=0-7|M15=0-6|M30=0-6|H1=0-6|H4=0-9|D1=0-9|W1=0-19},{M5=0-20|M15=0-20|M30=0-20|H1=0-20|H4=0-30|D1=0-30|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4020.61,4020.61,4004.01,4014.72,5.39,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.10.09 19:15,M15,2.0,4.0,2.0,-1.0,3.11,1.44,4030.42,4059.44,4001.4,4016.78,4016.78,4016.78,,,,,
~,BBTFImpact,[1.0],{M30=1|H1=1},{M30=1|H1=1|H4=1|D1=1|W1=1},"[12.25, 2.54, 1.3900000000000001]",{M5=7-8|M15=0-6|M30=0-6|H1=0-6|H4=0-9|D1=0-9|W1=0-19},{M5=20-30|M15=0-20|M30=0-20|H1=0-20|H4=0-30|D1=0-30|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4010.68,4027.55,4010.68,4016.75,5.4,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.10.09 19:30,M15,2.0,4.0,2.0,-1.4,3.13,1.49,4028.89,4058.8,3998.97,4012.24,4012.24,4012.24,,,,,
~,M30,2.0,1.0,2.0,-0.85,8.87,1.16,4032.17,4055.58,4008.77,,,,,,,,
~,BBTFImpact,[5.0],{H1=1},{M30=1|H1=1|H4=1|D1=1|W1=1},"[11.36, 3.29, 0.14]",{M5=0-7|M15=0-6|M30=6-6|H1=0-6|H4=0-9|D1=0-9|W1=0-19},{M5=0-20|M15=0-20|M30=20-10|H1=0-20|H4=0-30|D1=0-30|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4021.0,4021.0,4001.76,4011.97,5.11,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.10.09 19:45,M15,2.0,1.0,2.0,-2.9,18.15,1.81,4025.1,4061.48,3988.72,3986.74,3986.74,3986.74,,,,,
~,BBTFImpact,[0.0],{H1=1},{M15=1|M30=1|H1=1|H4=1|D1=1|W1=1},"[13.22, 7.07, 3.93]",{M5=0-7|M15=0-6|M30=0-6|H1=0-6|H4=0-9|D1=0-9|W1=0-19},{M5=0-10|M15=0-10|M30=0-10|H1=0-10|H4=0-20|D1=0-30|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,3998.82,3998.82,3973.77,3985.0,6.91,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.10.09 20:00,M15,2.0,1.0,2.0,-3.66,29.55,2.23,4020.89,4065.75,3976.02,3969.25,3969.25,3969.25,,,,,
~,M30,2.0,1.0,2.0,-2.98,52.57,1.97,4028.0,4067.66,3988.34,,,,,,,,
~,H1,2.0,1.0,2.0,-3.67,48.07,1.77,4024.29,4059.91,3988.67,,,,,,,,
~,H4,5.0,2.0,1.0,1.63,-21.8,3.31,3999.08,4065.32,3932.84,,,,,,,,
~,BBTFImpact,[50000.0],{H1=1},{M15=1|M30=1|H1=1|H4=1|W1=1},"[17.22, 7.11, 3.41]",{M5=0-6|M15=0-6|M30=0-6|H1=0-6|H4=0-9|D1=0-9|W1=0-19},{M5=0-10|M15=0-10|M30=0-10|H1=0-10|H4=0-20|D1=0-30|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,3984.32,3984.32,3954.9,3968.27,8.03,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.10.09 20:15,M15,2.0,1.0,2.0,-4.41,38.94,2.7,4016.15,4070.34,3961.96,3952.0,3952.0,3952.0,,,,,
~,BBTFImpact,[50000.0],{H1=1},{M15=1|M30=1|H1=1|H4=1|W1=1},"[20.72, 11.84, 8.14]",{M5=6-6|M15=0-6|M30=0-6|H1=0-6|H4=0-9|D1=0-9|W1=0-19},{M5=0-20|M15=0-10|M30=0-10|H1=0-10|H4=0-20|D1=0-30|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,3971.01,3971.01,3933.42,3952.22,9.4,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.10.09 20:30,M15,2.0,0.0,2.0,-4.14,19.67,2.85,4012.22,4069.33,3955.12,3959.88,3959.88,3959.88,,,,,
~,M30,2.0,1.0,2.0,-3.48,45.75,2.57,4024.05,4075.76,3972.35,,,,,,,,
~,BBTFImpact,[50000.0],{H1=1},{M15=1|M30=1|H1=1|H4=1|W1=1},"[24.43, 11.83, 12.07]",{M5=0-6|M15=6-6|M30=0-6|H1=0-6|H4=0-9|D1=0-9|W1=0-19},{M5=0-20|M15=20-10|M30=0-10|H1=0-10|H4=0-20|D1=0-30|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,3971.01,3971.01,3942.07,3959.92,10.91,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.10.09 20:45,M15,2.0,4.0,2.0,-4.53,11.84,2.9699999999999998,4007.69,4067.13,3948.26,3957.24,3957.24,3957.24,,,,,
~,BBTFImpact,[50000.0],{H1=1},{M15=1|M30=1|H1=1|H4=1|W1=1},"[28.73, 16.36, 16.6]",{M5=0-6|M15=0-6|M30=0-6|H1=0-6|H4=0-9|D1=0-9|W1=0-19},{M5=0-20|M15=0-20|M30=0-10|H1=0-10|H4=0-20|D1=0-30|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,3971.01,3971.01,3942.07,3957.42,9.7,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.10.09 21:00,M15,2.0,4.0,2.0,-5.21,4.67,3.05,4002.28,4063.3,3941.25,3950.41,3950.41,3950.41,,,,,
~,M30,2.0,1.0,2.0,-4.19,43.16,3.07,4019.6,4081.27,3957.93,,,,,,,,
~,H1,2.0,1.0,2.0,-4.0,56.9,2.49,4019.83,4069.84,3969.81,,,,,,,,
~,BBTFImpact,[50000.0],{H1=1},{M15=1|M30=1|H1=1|H4=1|W1=1},"[32.99, 17.32, 17.55]",{M5=0-6|M15=0-6|M30=0-6|H1=0-6|H4=0-9|D1=0-9|W1=0-19},{M5=0-20|M15=0-20|M30=0-10|H1=0-10|H4=0-20|D1=0-30|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,3967.32,3967.32,3942.07,3949.93,8.69,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.10.09 21:15,M15,2.0,4.0,2.0,-4.58,-10.91,2.88,3998.06,4055.68,3940.44,3961.82,3961.82,3961.82,,,,,
~,BBTFImpact,[50001.0],{H1=1},{M30=1|H1=1|H4=1|W1=1},"[35.26, 21.54, 21.76]",{M5=0-6|M15=0-6|M30=0-6|H1=0-6|H4=0-9|D1=0-9|W1=0-19},{M5=0-20|M15=0-20|M30=0-20|H1=0-10|H4=0-20|D1=0-30|W1=0-40},{M5=0-0|M15=0-0|M30=26-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,3967.32,3967.32,3945.8,3962.4,8.3,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.10.09 21:30,M15,2.0,4.0,2.0,-4.04,-10.42,2.76,3994.16,4049.31,3939.02,3963.28,3963.28,3963.28,,,,,
~,M30,2.0,1.0,2.0,-3.73,21.41,3.19,4016.32,4080.31,3952.33,,,,,,,,
~,BBTFImpact,[50001.0],{M5=1|H1=1},{M30=1|H1=1|H4=1|W1=1},"[33.84, 22.15, 25.66]",{M5=0-8|M15=0-6|M30=0-6|H1=0-6|H4=0-9|D1=0-9|W1=0-19},{M5=0-30|M15=0-20|M30=0-20|H1=0-10|H4=0-20|D1=0-30|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,3953.37,3975.1,3953.37,3963.15,6.01,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.10.09 21:45,M15,2.0,4.0,2.0,-3.43,0.66,2.79,3990.57,4046.19,3934.95,3957.68,3957.68,3957.68,,,,,
~,BBTFImpact,[50001.0],{M5=1|H1=1},{M30=1|H1=1|H4=1|W1=1},"[31.79, 25.75, 29.25]",{M5=7-8|M15=0-6|M30=6-6|H1=0-6|H4=0-9|D1=0-9|W1=0-19},{M5=20-30|M15=0-20|M30=0-20|H1=0-10|H4=0-20|D1=0-30|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,3953.37,3968.58,3953.37,3957.5,5.54,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.10.09 22:00,M15,2.0,4.0,2.0,-3.16,-0.23,2.7800000000000002,3987.48,4042.85,3932.11,3957.75,3957.75,,,,,,
~,M30,2.0,0.0,2.0,-4.07,19.29,3.41,4012.08,4080.44,3943.71,,,,,,,,
~,H1,2.0,1.0,2.0,-2.69,35.89,2.73,4017.58,4072.36,3962.81,,,,,,,,
~,BBTFImpact,[50006.0],{H1=1},{M30=1|H1=1|H4=1|W1=1},"[28.75, 24.6, 30.11]",{M5=0-7|M15=0-6|M30=0-6|H1=0-6|H4=0-9|D1=0-9|W1=0-19},{M5=0-20|M15=0-20|M30=0-20|H1=0-10|H4=0-20|D1=0-30|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,3953.37,3967.57,3953.37,3957.81,4.88,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.10.09 22:15,M15,2.0,4.0,2.0,-2.3,-7.06,2.67,3985.53,4038.79,3932.27,3972.11,3972.11,3972.11,,,,,
~,BBTFImpact,[50000.0],{M5=1|H1=1},{M15=1|M30=1|H1=1|H4=1|W1=1},"[25.42, 26.54, 32.05]",{M5=0-9|M15=0-6|M30=0-6|H1=0-6|H4=0-9|D1=0-9|W1=0-19},{M5=40-30|M15=0-20|M30=0-20|H1=0-20|H4=0-20|D1=0-30|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,3963.13,3982.39,3963.13,3972.76,4.8100000000000005,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.10.09 22:30,M15,2.0,4.0,2.0,-1.58,-5.55,2.61,3984.03,4036.08,3931.97,3978.22,3978.22,3978.22,,,,,
~,M30,2.0,4.0,2.0,-2.94,3.08,3.37,4009.58,4077.21,3941.95,,,,,,,,
~,BBTFImpact,[50000.0],{M5=1|H1=1},{M15=1|M30=1|H1=1|H4=1|W1=1},"[21.08, 25.55, 33.56]",{M5=0-9|M15=0-6|M30=0-6|H1=0-6|H4=0-9|D1=0-9|W1=0-19},{M5=40-30|M15=0-20|M30=0-20|H1=0-20|H4=0-20|D1=0-30|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,3970.28,3981.69,3970.28,3978.62,4.17,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.10.09 22:45,M15,2.0,0.0,2.0,-1.96,-12.04,2.49,3982.12,4031.73,3932.5,3979.11,3979.11,3979.11,,,,,
~,BBTFImpact,[50000.0],{M5=1|H1=1},{M15=1|M30=1|H1=1|H4=1|W1=1},"[15.18, 27.46, 35.47]",{M5=0-9|M15=0-6|M30=0-6|H1=0-6|H4=0-9|D1=0-9|W1=0-19},{M5=0-30|M15=0-20|M30=0-20|H1=0-20|H4=0-20|D1=0-30|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,3973.75,3987.74,3973.75,3979.18,4.28,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.10.09 23:00,M15,2.0,2.0,2.0,-2.4699999999999998,-17.77,2.32,3979.53,4025.61,3933.44,3973.14,3973.14,3973.14,,,,,
~,M30,2.0,4.0,2.0,-3.23,2.4,3.4,4006.28,4074.47,3938.1,,,,,,,,
~,H1,2.0,1.0,2.0,-2.25,17.51,2.79,4015.87,4071.95,3959.79,,,,,,,,
~,BBTFImpact,[50010.0],{M5=1|H1=1},{M15=1|H1=1|H4=1|W1=1},"[10.92, 26.75, 36.34]",{M5=0-9|M15=0-6|M30=0-6|H1=0-6|H4=0-9|D1=0-9|W1=0-19},{M5=0-30|M15=0-20|M30=0-20|H1=0-20|H4=0-20|D1=0-30|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,3981.97,3981.97,3964.26,3973.11,4.43,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.10.09 23:15,M15,2.0,2.0,2.0,-2.19,-21.93,2.09,3977.48,4019.12,3935.85,3978.65,3978.65,3978.65,,,,,
~,BBTFImpact,[50010.0],{M5=1|H1=1},{M15=1|H1=1|H4=1|W1=1},"[6.24, 28.8, 38.38]",{M5=0-9|M15=0-6|M30=0-6|H1=0-6|H4=0-9|D1=0-9|W1=0-19},{M5=0-30|M15=30-20|M30=0-20|H1=0-20|H4=0-20|D1=0-30|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,3981.97,3981.97,3970.7,3978.8,4.05,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.10.09 23:30,M15,2.0,2.0,2.0,-1.78,-16.21,1.9300000000000002,3975.59,4013.99,3937.2,3976.9,3976.9,,,,,,
~,M30,2.0,4.0,2.0,-3.21,-3.74,3.35,4003.21,4070.34,3936.08,,,,,,,,
~,BBTFImpact,[50011.0],{M5=1|H1=1},{H1=1|H4=1|W1=1},"[1.83, 27.61, 40.27]",{M5=0-9|M15=8-7|M30=0-6|H1=0-6|H4=0-9|D1=0-9|W1=0-19},{M5=0-30|M15=30-20|M30=0-20|H1=0-20|H4=0-20|D1=0-30|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,3981.97,3981.97,3970.7,3976.94,3.52,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.10.09 23:45,M15,2.0,2.0,2.0,-1.9100000000000001,-20.08,1.73,3973.6,4007.98,3939.22,3974.54,3974.54,,,,,,
~,BBTFImpact,[50011.0],{M5=1|M15=1|H1=1},{H1=1|H4=1|W1=1},"[2.46, 29.61, 42.27]",{M5=0-9|M15=0-8|M30=0-6|H1=0-6|H4=0-9|D1=0-9|W1=0-19},{M5=20-30|M15=0-30|M30=0-20|H1=0-20|H4=0-20|D1=0-30|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,3980.83,3980.83,3970.7,3974.4,3.22,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.10.10 01:00,M15,2.0,2.0,2.0,-2.08,-32.62,1.4,3971.54,3999.42,3943.65,3976.2,3976.2,,,,,,
~,M30,2.0,4.0,2.0,-3.21,-5.99,3.3,3999.92,4065.93,3933.91,,,,,,,,
~,H1,2.0,1.0,2.0,-2.33,13.01,2.9,4013.67,4071.94,3955.39,,,,,,,,
~,H4,5.0,2.0,1.0,1.35,-15.55,3.19,4000.15,4063.86,3936.44,,,,,,,,
~,D1,1.0,3.0,1.0,16.6,7.88,12.5,3808.87,4046.88,3570.86,,,,,,,,
~,BBTFImpact,['50016-S_21'],{M5=1|M15=1|H1=1},{H1=1|H4=1|W1=1},"[5.19, 28.38, 42.13]",{M5=0-7|M15=0-8|M30=0-6|H1=0-6|H4=0-9|D1=0-9|W1=0-19},{M5=0-20|M15=0-30|M30=0-20|H1=0-20|H4=0-20|D1=0-30|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,3980.83,3980.83,3970.7,3975.42,2.74,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.10.10 01:15,M15,2.0,2.0,2.0,-2.27,-40.4,1.0,3968.96,3988.75,3949.17,3968.43,3968.43,3968.43,,,,,
~,BBTFImpact,[50014.0],{M5=1|M15=1|H1=1},{M15=1|H1=1|H4=1|W1=1},"[6.65, 30.96, 44.71]",{M5=0-7|M15=7-8|M30=0-6|H1=0-6|H4=0-9|D1=0-9|W1=0-19},{M5=10-20|M15=20-30|M30=0-20|H1=0-20|H4=0-20|D1=0-30|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,3975.47,3975.47,3960.02,3967.74,3.86,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.10.10 01:30,M15,2.0,2.0,2.0,-1.11,-18.24,0.82,3968.15,3984.45,3951.84,3972.34,3972.34,3972.34,,,,,
~,M30,2.0,4.0,2.0,-3.45,-9.05,3.23,3996.17,4060.79,3931.54,,,,,,,,
~,BBTFImpact,[50014.0],{M5=1|M15=1|H1=1},{M15=1|H1=1|H4=1|W1=1},"[7.03, 28.02, 45.52]",{M5=7-6|M15=0-8|M30=0-6|H1=0-6|H4=0-9|D1=0-9|W1=0-19},{M5=20-30|M15=0-30|M30=0-20|H1=0-20|H4=0-20|D1=0-30|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,3975.47,3975.47,3963.21,3972.72,4.75,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.10.10 01:45,M15,3.0,2.0,2.0,-0.01,-0.08,0.83,3968.22,3984.6,3951.83,3975.29,3975.29,3975.29,,,,,
~,BBTFImpact,[50054.0],{M5=1|M15=1|H1=1},{M15=1|H1=1|H4=1|W1=1},"[6.84, 27.95, 45.45]",{M5=8-7|M15=0-8|M30=0-6|H1=0-6|H4=0-9|D1=0-9|W1=0-19},{M5=30-20|M15=0-30|M30=0-20|H1=0-20|H4=0-20|D1=0-30|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,3975.47,3975.47,3965.34,3975.42,5.04,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.10.10 02:00,M15,3.0,0.0,2.0,0.63,0.39,0.83,3968.86,3985.35,3952.38,3975.4,3975.4,3975.4,,,,,
~,M30,2.0,4.0,2.0,-3.29,-13.94,3.09,3992.99,4054.63,3931.35,,,,,,,,
~,H1,2.0,1.0,2.0,-1.83,11.52,3.06,4011.54,4072.91,3950.18,,,,,,,,
~,BBTFImpact,[50054.0],{M5=1|M15=1|H1=1},{M15=1|H1=1|H4=1|W1=1},"[6.01, 24.13, 42.68]",{M5=8-7|M15=0-8|M30=0-6|H1=0-6|H4=0-9|D1=0-9|W1=0-19},{M5=30-20|M15=0-30|M30=0-20|H1=0-20|H4=0-20|D1=0-30|W1=0-40},{M5=17-27|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,3985.09,3985.09,3965.53,3975.31,4.89,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.10.10 02:15,M15,1.0,3.0,7.0,0.93,-4.37,0.79,3969.85,3985.56,3954.13,3974.94,3974.94,3974.94,,,,,
~,BBTFImpact,[50014.0],{M5=1|M15=1|H1=1},{M15=1|H1=1|H4=1|W1=1},"[4.91, 23.14, 41.7]",{M5=0-8|M15=0-8|M30=0-6|H1=0-6|H4=0-9|D1=0-9|W1=0-19},{M5=0-30|M15=0-30|M30=0-20|H1=0-20|H4=0-20|D1=0-30|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,3983.92,3983.92,3965.8,3974.86,4.53,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.10.10 02:30,M15,1.0,3.0,1.0,1.16,0.98,0.83,3971.27,3987.69,3954.85,3982.98,3982.98,3982.98,,,,,
~,M30,2.0,2.0,2.0,-3.19,-25.03,2.83,3990.03,4046.4,3933.67,,,,,,,,
~,BBTFImpact,[50110.0],{M5=1|M15=1|H1=1},{M15=1|H4=1|W1=1},"[4.6, 18.76, 40.27]",{M5=0-8|M15=0-8|M30=0-6|H1=0-6|H4=0-9|D1=0-9|W1=0-19},{M5=0-40|M15=0-30|M30=0-20|H1=0-20|H4=0-20|D1=0-30|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,3983.85,3983.85,3976.91,3983.52,3.31,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.10.10 02:45,M15,1.0,3.0,1.0,1.76,-3.3,0.8,3973.09,3989.01,3957.16,3988.36,3988.36,3988.36,,,,,
~,BBTFImpact,[50100.0],{M5=1|M15=1|H1=1},{M15=1|M30=1|H4=1|W1=1},"[4.31, 16.94, 38.46]",{M5=0-9|M15=0-9|M30=0-6|H1=0-6|H4=0-9|D1=0-9|W1=0-19},{M5=0-40|M15=0-30|M30=0-20|H1=0-20|H4=0-20|D1=0-30|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,3983.85,3993.7,3983.85,3988.62,3.0,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.10.10 03:00,M15,1.0,3.0,1.0,1.6099999999999999,-0.43,0.8,3974.69,3990.49,3958.88,3989.73,3989.73,3989.73,,,,,
~,M30,2.0,2.0,2.0,-3.17,-40.01,2.42,3986.97,4035.26,3938.67,,,,,,,,
~,H1,2.0,0.0,2.0,-1.67,2.56,3.05,4010.24,4071.3,3949.17,,,,,,,,
~,BBTFImpact,[50100.0],{M5=1|M15=1|H1=1},{M15=1|M30=1|H4=1|W1=1},"[5.24, 12.28, 35.55]",{M5=0-9|M15=0-9|M30=0-6|H1=0-6|H4=0-9|D1=0-9|W1=0-19},{M5=0-30|M15=0-30|M30=30-20|H1=0-20|H4=0-20|D1=0-30|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,3983.85,3992.66,3983.85,3989.95,3.2,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.10.10 03:15,M15,1.0,3.0,1.0,1.31,3.84,0.83,3975.95,3992.36,3959.54,3990.63,3990.63,3990.63,,,,,
