datetime,category,BBTFImpact-Sideway_val/ATRSL1buf-Trend/ORDERINFO-BUY_PROFIT/TF-diffMid_Trend/NEW_ORDER_OPEN-TradeAct/NEW_ORDER_CLOSE-TradeAct,BBTFImpact-HTF_Drive_LTF_Sideway/ATRSL1buf-LV/ORDERINFO-BUY_LOTS/TF-BBUpDn/NEW_ORDER_OPEN-OPEN_TICKET/NEW_ORDER_CLOSE-OPEN_TICKET,BBTFImpact-LTF_Drive_HTF_Fly/ATRSL1buf-Upper/ORDERINFO-BUY_TICKET_NUM/TF-trend/NEW_ORDER_OPEN-OPEN_TYPE/NEW_ORDER_CLOSE-OPEN_Type,BBTFImpact-midline_Cluster/ATRSL1buf-Lower/ORDERINFO-BUYS/TF-diffMid/NEW_ORDER_OPEN-OPEN_LOTS/NEW_ORDER_CLOSE-OPEN_LOTS,BBTFImpact-line_seq_touch/ATRSL1buf-SLMid/ORDERINFO-SELL_PROFIT/TF-diffBBW/NEW_ORDER_OPEN-DEAL_PRICE/NEW_ORDER_CLOSE-OPEN_PRICE,BBTFImpact-line_seq_cross/ATRSL1buf-Val/ORDERINFO-SELL_LOTS/TF-WLV/NEW_ORDER_OPEN-FREEMARGIN/NEW_ORDER_CLOSE-OPEN_TIME,BBTFImpact-untouch_val/ORDERINFO-SELL_TICKET_NUM/TF-MidLV/NEW_ORDER_OPEN-MARGINREQUIRED/NEW_ORDER_CLOSE-CLOSED_TICKET,ORDERINFO-SELLS/TF-UppLV/NEW_ORDER_CLOSE-CLOSED_TYPE,ORDERINFO-TOTALORDERS/TF-LowLV/NEW_ORDER_CLOSE-CLOSED_LOT,TF-close/NEW_ORDER_CLOSE-CLOSED_PRICE,TF-high/NEW_ORDER_CLOSE-PROFIT,TF-low/NEW_ORDER_CLOSE-SWAP,NEW_ORDER_CLOSE-COMMISION,NEW_ORDER_CLOSE-FEE,NEW_ORDER_CLOSE-TOTAL_PROFIT,NEW_ORDER_CLOSE-TOTAL_SWAP,NEW_ORDER_CLOSE-LAST_PROFIT
2026.04.16 13:45,M15,2.0,4.0,2.0,-0.85,0.14,0.55,4816.51,4829.83,4803.18,4808.38,4808.38,4808.38,,,,,
~,BBTFImpact,[14004.0],{M5=1|M30=1|H1=1|H4=1|D1=1},{M15=1|M30=1|H1=1|H4=1},"[5.11, 4.09, 2.8]",{M5=0-6|M15=0-6|M30=0-6|H1=0-7|H4=0-9|D1=0-8|W1=0-18},{M5=0-20|M15=0-20|M30=0-20|H1=0-20|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4814.04,4814.04,4803.59,4808.62,3.31,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.16 14:00,M15,4.0,0.0,2.0,-0.37,-2.1,0.52,4816.32,4828.78,4803.87,4817.29,4817.29,4817.29,,,,,
~,M30,2.0,4.0,2.0,-0.61,-2.15,0.55,4820.19,4833.5,4806.88,,,,,,,,
~,H1,3.0,0.0,1.0,-0.24,-1.05,0.96,4813.38,4836.48,4790.28,,,,,,,,
~,BBTFImpact,['14046-S_11'],{M30=1|H1=1|H4=1|D1=1},{M30=1|H1=1|H4=1},"[5.24, 3.87, 2.94]",{M5=0-6|M15=0-6|M30=0-6|H1=8-7|H4=0-9|D1=0-8|W1=0-18},{M5=40-30|M15=30-20|M30=0-20|H1=30-20|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4814.04,4824.04,4814.04,4817.34,3.35,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.16 14:15,M15,4.0,0.0,2.0,-0.12,-0.37,0.51,4816.27,4828.68,4803.87,4817.65,4817.65,4817.65,,,,,
~,BBTFImpact,[14040.0],{M5=1|M15=1|M30=1|H1=1|H4=1|D1=1},{M15=1|M30=1|H1=1|H4=1},"[4.17, 3.92, 2.89]",{M5=0-9|M15=0-6|M30=0-6|H1=0-8|H4=0-9|D1=0-8|W1=0-18},{M5=0-30|M15=0-30|M30=0-20|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4814.04,4824.04,4814.04,4817.73,3.29,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.16 14:30,M15,4.0,4.0,2.0,-0.18,-0.45,0.51,4816.11,4828.41,4803.82,4816.21,4816.21,4816.21,,,,,
~,M30,3.0,4.0,2.0,-0.1,0.34,0.55,4820.14,4833.5,4806.78,,,,,,,,
~,BBTFImpact,['14444-S_11'],{M5=1|M15=1|M30=1|H1=1|H4=1|D1=1},{M15=1|M30=1|H1=1|H4=1},"[3.37, 4.03, 2.73]",{M5=0-9|M15=8-6|M30=0-6|H1=0-8|H4=0-9|D1=0-8|W1=0-18},{M5=0-30|M15=0-30|M30=0-20|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4814.04,4822.67,4814.04,4816.34,3.16,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.16 14:45,M15,4.0,0.0,2.0,-0.43,-3.79,0.47,4815.76,4827.17,4804.35,4817.94,4817.94,4817.94,,,,,
~,BBTFImpact,['14444-S_11'],{M5=1|M30=1|H1=1|H4=1|D1=1},{M15=1|M30=1|H1=1|H4=1},"[2.11, 4.38, 2.38]",{M5=0-9|M15=0-8|M30=0-6|H1=0-8|H4=0-9|D1=0-8|W1=0-18},{M5=0-30|M15=0-30|M30=0-20|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4814.04,4822.67,4814.04,4817.77,3.1,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.16 15:00,M15,4.0,2.0,2.0,-0.24,-3.2,0.44,4815.6,4826.31,4804.88,4822.25,4822.25,4822.25,,,,,
~,M30,3.0,3.0,2.0,0.06,0.11,0.55,4820.34,4833.63,4807.06,,,,,,,,
~,H1,1.0,0.0,1.0,1.05,-1.53,0.95,4814.52,4837.34,4791.71,,,,,,,,
~,BBTFImpact,[10450.0],{M5=1|M30=1|H1=1|H4=1|D1=1},{M15=1|H1=1|H4=1},"[0.18, 4.75, 1.07]",{M5=0-9|M15=0-8|M30=0-6|H1=0-8|H4=0-9|D1=0-8|W1=0-18},{M5=0-30|M15=0-30|M30=30-20|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-27|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4816.0,4822.67,4816.0,4822.49,3.24,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.16 15:15,M15,4.0,2.0,2.0,-0.29,-2.55,0.4,4815.06,4824.74,4805.37,4817.41,4817.41,4817.41,,,,,
~,BBTFImpact,['10451-S_11'],{M5=1|M30=1|H1=1|H4=1|D1=1},{H1=1|H4=1},"[1.6099999999999999, 5.29, 0.53]",{M5=0-9|M15=0-8|M30=0-7|H1=0-8|H4=0-9|D1=0-8|W1=0-18},{M5=0-30|M15=0-30|M30=0-20|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4810.35,4823.62,4810.35,4816.99,3.32,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.16 15:30,M15,2.0,2.0,2.0,-0.6,-7.5,0.33,4814.4,4822.23,4806.57,4815.21,4815.21,4815.21,,,,,
~,M30,3.0,0.0,2.0,-0.08,0.38,0.56,4820.01,4833.41,4806.61,,,,,,,,
~,BBTFImpact,['10416-S_12'],{M5=1|M30=1|H1=1|H4=1|D1=1},{H1=1|H4=1},"[3.21, 5.61, 0.12]",{M5=0-9|M15=0-8|M30=0-7|H1=0-8|H4=0-9|D1=0-8|W1=0-18},{M5=0-20|M15=0-30|M30=0-20|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4811.34,4822.55,4811.34,4815.45,3.55,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.16 15:45,M15,4.0,2.0,2.0,-0.34,-4.72,0.28,4814.12,4820.85,4807.38,4817.16,4817.16,4817.16,,,,,
~,BBTFImpact,['10456-S_11'],{M5=1|M30=1|H1=1|H4=1|D1=1},{H1=1|H4=1},"[3.46, 5.9, 0.41]",{M5=0-7|M15=0-8|M30=0-7|H1=0-8|H4=0-9|D1=0-8|W1=0-18},{M5=0-20|M15=0-30|M30=0-20|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4811.34,4822.55,4811.34,4816.89,4.32,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.16 16:00,M15,3.0,0.0,2.0,0.08,0.28,0.28,4814.17,4820.93,4807.42,4816.25,4816.25,4816.25,,,,,
~,M30,4.0,0.0,2.0,-0.34,0.05,0.55,4819.72,4833.07,4806.37,,,,,,,,
~,H1,5.0,3.0,1.0,0.5,-1.15,0.93,4814.77,4837.06,4792.47,,,,,,,,
~,H4,1.0,2.0,1.0,4.41,-19.35,3.03,4794.0,4866.71,4721.29,,,,,,,,
~,BBTFImpact,['14466-S_11'],{M5=1|M30=1|H1=1|H4=1|D1=1},{H1=1|H4=1},"[3.09, 5.55, 0.59]",{M5=0-7|M15=0-8|M30=0-7|H1=0-8|H4=0-9|D1=0-8|W1=0-18},{M5=0-20|M15=0-30|M30=0-20|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4811.34,4822.55,4811.34,4816.67,4.39,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.16 16:15,M15,5.0,0.0,2.0,0.26,0.25,0.29,4814.55,4821.58,4807.51,4817.42,4817.42,4817.42,,,,,
~,BBTFImpact,['14466-S_11'],{M5=1|M30=1|H1=1|H4=1|D1=1},{H1=1|H4=1},"[2.84, 5.17, 0.22]",{M5=8-7|M15=0-8|M30=0-17|H1=0-8|H4=0-9|D1=0-8|W1=0-18},{M5=30-20|M15=0-30|M30=0-20|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-28|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4811.34,4822.55,4811.34,4817.26,4.67,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.16 16:30,M15,5.0,0.0,7.0,0.28,-1.19,0.28,4814.86,4821.68,4808.04,4815.64,4815.64,4815.64,,,,,
~,M30,4.0,4.0,2.0,-0.36,0.17,0.55,4819.47,4832.79,4806.16,,,,,,,,
~,BBTFImpact,['14466-S_11'],{M5=1|M30=1|H1=1|H4=1|D1=1},{H1=1|H4=1},"[2.48, 4.61, 0.09]",{M5=0-7|M15=0-8|M30=0-17|H1=0-8|H4=0-9|D1=0-8|W1=0-18},{M5=0-20|M15=0-30|M30=0-20|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4811.34,4822.55,4811.34,4815.74,4.65,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.16 16:45,M15,5.0,3.0,7.0,0.24,-0.68,0.28,4815.23,4822.05,4808.41,4816.36,4816.36,4816.36,,,,,
~,BBTFImpact,['14466-S_11'],{M5=1|M30=1|H1=1|H4=1|D1=1},{H1=1|H4=1},"[2.0, 4.24, 0.47]",{M5=9-7|M15=9-8|M30=7-8|H1=0-8|H4=0-9|D1=0-8|W1=0-18},{M5=20-40|M15=30-40|M30=20-30|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4812.01,4822.55,4812.01,4816.45,5.12,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.16 17:00,M15,2.0,1.0,2.0,-1.01,14.71,0.51,4813.53,4825.85,4801.2,4794.84,4794.84,4794.84,,,,,
~,M30,2.0,1.0,2.0,-1.5899999999999999,12.37,0.74,4817.32,4835.05,4799.6,,,,,,,,
~,H1,3.0,1.0,1.0,-0.26,3.2,0.98,4813.91,4837.4,4790.43,,,,,,,,
~,BBTFImpact,[14000.0],{M5=1|M30=1|H1=1|H4=1|D1=1},{M15=1|M30=1|H1=1|H4=1},"[0.69, 3.8, 0.39]",{M5=0-9|M15=0-9|M30=0-7|H1=0-7|H4=0-9|D1=0-8|W1=0-18},{M5=0-10|M15=0-10|M30=0-10|H1=0-20|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4808.21,4808.21,4779.67,4792.72,7.95,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.16 17:15,M15,2.0,1.0,2.0,-0.65,4.7,0.55,4812.91,4826.15,4799.68,4800.96,4800.96,4800.96,,,,,
~,BBTFImpact,[14000.0],{M30=1|H1=1|H4=1|D1=1},{M15=1|M30=1|H1=1|H4=1},"[1.44, 4.41, 1.0]",{M5=0-6|M15=6-9|M30=0-6|H1=0-7|H4=0-8|D1=0-8|W1=0-18},{M5=0-20|M15=20-10|M30=0-20|H1=0-20|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-26|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4808.21,4808.21,4783.93,4801.99,9.03,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.16 17:30,M15,2.0,1.0,2.0,-0.6,5.11,0.64,4812.1,4827.41,4796.78,4799.15,4799.15,4799.15,,,,,
~,M30,2.0,0.0,2.0,-1.52,3.74,0.76,4815.84,4834.25,4797.44,,,,,,,,
~,BBTFImpact,[14000.0],{H1=1|H4=1|D1=1},{M15=1|M30=1|H1=1|H4=1},"[3.65, 3.75, 1.8199999999999998]",{M5=0-6|M15=6-6|M30=6-6|H1=0-7|H4=0-8|D1=0-8|W1=0-18},{M5=0-20|M15=20-10|M30=20-10|H1=0-20|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4808.21,4808.21,4783.93,4798.54,9.59,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.16 17:45,M15,2.0,1.0,2.0,-1.25,11.27,0.86,4810.24,4831.04,4789.44,4787.92,4787.92,4787.92,,,,,
~,BBTFImpact,[14000.0],{H1=1|H4=1|D1=1},{M15=1|M30=1|H1=1|H4=1},"[6.51, 5.6, 3.67]",{M5=0-6|M15=0-6|M30=0-6|H1=0-7|H4=0-7|D1=0-8|W1=0-18},{M5=0-20|M15=0-10|M30=0-10|H1=0-10|H4=0-20|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4807.33,4807.33,4783.93,4786.5,10.41,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.16 18:00,M15,2.0,1.0,2.0,-1.13,8.51,0.94,4809.19,4831.69,4786.7,4788.8,4788.8,4788.8,,,,,
~,M30,2.0,0.0,2.0,-2.32,3.92,0.92,4812.92,4835.04,4790.8,,,,,,,,
~,H1,3.0,1.0,1.0,-0.37,5.19,1.07,4813.27,4839.0,4787.54,,,,,,,,
~,BBTFImpact,[14000.0],{H1=1|H4=1|D1=1},{M15=1|M30=1|H1=1|H4=1},"[9.72, 3.73, 4.08]",{M5=0-6|M15=0-6|M30=0-6|H1=6-6|H4=0-7|D1=0-8|W1=0-18},{M5=0-20|M15=0-20|M30=0-10|H1=0-20|H4=0-20|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4805.75,4805.75,4783.93,4788.78,8.49,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.16 18:15,M15,3.0,4.0,2.0,-0.05,0.09,0.87,4809.74,4830.64,4788.84,4806.71,4806.71,4806.71,,,,,
~,BBTFImpact,[14041.0],{H1=1|H4=1|D1=1},{M30=1|H1=1|H4=1},"[11.63, 3.18, 3.5300000000000002]",{M5=0-6|M15=0-6|M30=0-6|H1=0-6|H4=0-8|D1=0-8|W1=0-18},{M5=0-30|M15=0-20|M30=0-20|H1=0-20|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4805.75,4824.3,4805.75,4808.09,8.1,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.16 18:30,M15,4.0,4.0,2.0,-0.35,1.19,0.88,4809.34,4830.56,4788.11,4801.74,4801.74,4801.74,,,,,
~,M30,2.0,4.0,2.0,-1.29,-1.85,0.81,4812.23,4831.8,4792.65,,,,,,,,
~,BBTFImpact,[14045.0],{H1=1|H4=1|D1=1},{M30=1|H1=1|H4=1},"[12.49, 2.89, 3.93]",{M5=0-6|M15=0-6|M30=0-6|H1=0-6|H4=0-8|D1=0-8|W1=0-18},{M5=0-30|M15=0-20|M30=0-20|H1=0-20|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4816.96,4816.96,4789.06,4801.67,7.64,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.16 18:45,M15,4.0,4.0,2.0,-0.46,0.68,0.88,4809.02,4830.23,4787.8,4802.89,4802.89,4802.89,,,,,
~,BBTFImpact,[14041.0],{M15=1|H1=1|H4=1|D1=1},{M30=1|H1=1|H4=1},"[10.44, 3.21, 4.25]",{M5=0-6|M15=0-6|M30=0-6|H1=0-6|H4=0-8|D1=0-8|W1=0-18},{M5=0-30|M15=0-20|M30=0-20|H1=0-20|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4816.29,4816.29,4790.4,4802.77,8.09,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.16 19:00,M15,2.0,4.0,2.0,-0.57,-1.8199999999999998,0.86,4808.54,4829.22,4787.87,4807.04,4807.04,4807.04,,,,,
~,M30,2.0,4.0,2.0,-0.7,-1.28,0.79,4811.67,4830.67,4792.68,,,,,,,,
~,H1,5.0,2.0,1.0,0.41,-3.22,0.96,4814.28,4837.42,4791.14,,,,,,,,
~,BBTFImpact,[15000.0],{M15=1|H1=1|H4=1|D1=1},{M15=1|M30=1|H1=1},"[8.72, 3.13, 5.73]",{M5=0-6|M15=0-6|M30=0-6|H1=0-6|H4=0-8|D1=0-8|W1=0-18},{M5=0-30|M15=0-20|M30=0-20|H1=0-20|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4816.29,4816.29,4793.46,4807.32,6.93,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.16 19:15,M15,2.0,4.0,2.0,-0.65,-1.6800000000000002,0.84,4807.88,4828.15,4787.61,4805.01,4805.01,,,,,,
~,BBTFImpact,[15000.0],{M5=1|M15=1|H1=1|H4=1|D1=1},{M15=1|M30=1|H1=1},"[6.49, 3.8, 6.4]",{M5=0-6|M15=0-6|M30=0-6|H1=0-6|H4=0-8|D1=0-8|W1=0-18},{M5=0-30|M15=0-20|M30=0-20|H1=0-20|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4815.62,4815.62,4795.16,4804.87,5.38,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.16 19:30,M15,2.0,4.0,2.0,-0.93,-1.08,0.84,4806.77,4826.94,4786.59,4799.32,4799.32,,,,,,
~,M30,2.0,4.0,2.0,-1.17,-0.16,0.8,4810.32,4829.51,4791.12,,,,,,,,
~,BBTFImpact,[15001.0],{M5=1|M15=1|M30=1|H1=1|H4=1|D1=1},{M30=1|H1=1},"[3.48, 3.55, 7.51]",{M5=0-7|M15=0-6|M30=0-6|H1=0-6|H4=0-8|D1=0-8|W1=0-18},{M5=0-20|M15=0-20|M30=0-20|H1=0-20|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4808.58,4808.58,4795.16,4798.94,5.13,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.16 19:45,M15,2.0,4.0,2.0,-1.45,1.07,0.88,4805.0,4826.05,4783.96,4790.26,4790.26,4790.26,,,,,
~,BBTFImpact,[15005.0],{M5=1|M15=1|M30=1|H1=1|H4=1|D1=1},{M30=1|H1=1},"[2.64, 5.31, 9.27]",{M5=0-6|M15=0-6|M30=0-6|H1=0-6|H4=7-8|D1=0-8|W1=0-18},{M5=10-20|M15=0-20|M30=10-20|H1=10-20|H4=20-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4800.94,4800.94,4784.41,4790.23,5.35,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.16 20:00,M15,2.0,4.0,2.0,-1.26,-0.44,0.88,4803.7,4824.76,4782.65,4792.08,4792.08,4792.08,,,,,
~,M30,2.0,4.0,2.0,-1.5899999999999999,1.38,0.85,4808.39,4828.89,4787.89,,,,,,,,
~,H1,5.0,0.0,1.0,0.01,-0.12,1.0,4813.81,4837.86,4789.76,,,,,,,,
~,H4,1.0,2.0,1.0,3.8,-38.35,2.62,4796.89,4859.76,4734.01,,,,,,,,
~,BBTFImpact,[15000.0],{M15=1|M30=1|H1=1|H4=1|D1=1},{M15=1|M30=1|H1=1},"[3.77, 4.6899999999999995, 10.11]",{M5=0-6|M15=0-6|M30=6-6|H1=6-6|H4=0-7|D1=0-8|W1=0-18},{M5=0-20|M15=0-20|M30=20-10|H1=20-10|H4=0-20|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=26-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4797.9,4797.9,4784.41,4792.61,5.25,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.16 20:15,M15,2.0,4.0,2.0,-1.24,-0.82,0.87,4802.49,4823.29,4781.69,4791.51,4791.51,4791.51,,,,,
~,BBTFImpact,[15000.0],{M5=1|M30=1|H1=1|H4=1|D1=1},{M15=1|M30=1|H1=1},"[4.28, 5.9, 11.32]",{M5=0-6|M15=0-6|M30=0-6|H1=0-6|H4=0-7|D1=0-8|W1=0-18},{M5=0-20|M15=0-20|M30=0-20|H1=0-20|H4=0-20|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4797.9,4797.9,4784.41,4791.75,5.44,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.16 20:30,M15,2.0,4.0,2.0,-1.56,0.99,0.89,4800.83,4822.1,4779.55,4785.12,4785.12,4785.12,,,,,
~,M30,2.0,4.0,2.0,-1.97,3.45,0.9,4806.31,4827.98,4784.63,,,,,,,,
~,BBTFImpact,[15000.0],{M5=1|M30=1|H1=1|H4=1|D1=1},{M15=1|M30=1|H1=1},"[5.02, 5.48, 12.98]",{M5=0-6|M15=0-6|M30=6-6|H1=0-6|H4=0-7|D1=0-8|W1=0-18},{M5=0-20|M15=0-20|M30=0-20|H1=10-20|H4=0-20|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=26-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4796.81,4796.81,4784.41,4785.51,5.65,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.16 20:45,M15,2.0,4.0,2.0,-1.47,-1.99,0.87,4799.36,4820.13,4778.59,4787.09,4787.09,4787.09,,,,,
~,BBTFImpact,[15000.0],{M30=1|H1=1|H4=1|D1=1},{M15=1|M30=1|H1=1},"[6.8100000000000005, 6.95, 14.45]",{M5=0-6|M15=0-6|M30=6-16|H1=0-6|H4=0-7|D1=0-8|W1=0-18},{M5=0-20|M15=0-20|M30=20-10|H1=0-10|H4=0-20|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4792.48,4792.48,4776.47,4786.81,5.17,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
